gap_id,employee_id,skill_id,gap_level,gap_source,source_evidence_id,final_decision_id,requirement_ref,rationale,confirmed_by,confirmed_at,decision_provenance
GAP_EMP_C0196_M1_SKILL_05,EMP_C0196,M1_SKILL_05,RECONFIRM_AT_WORK,SELECTION_EVIDENCE,EV_APP0196_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_05,FD_APP0196_INITIAL,LOCAL_TEAM_HANDOFF,입사 후 코드 리뷰·담당 범위 인수인계,MENTOR_POOL_01,2027-03-19T11:55:00+09:00,SYNTHETIC_HUMAN_SCENARIO
GAP_EMP_C0196_M1_SKILL_06,EMP_C0196,M1_SKILL_06,DEVELOPMENT_REQUIRED,SELECTION_EVIDENCE,EV_APP0196_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_06,FD_APP0196_INITIAL,FINAL_LEARNABLE_GAP,Final Review의 학습 가능한 업무 Gap,MENTOR_POOL_01,2027-03-19T11:55:00+09:00,SYNTHETIC_HUMAN_SCENARIO
GAP_EMP_C0210_M1_SKILL_03,EMP_C0210,M1_SKILL_03,RECONFIRM_AT_WORK,SELECTION_EVIDENCE,EV_APP0210_FIRST_INTERVIEW_AI_CASE_M1_SKILL_03,FD_APP0210_RE_REVIEW,LOCAL_PIPELINE_HANDOFF,입사 후 로컬 배치 입력·복구 검증과 인수인계,MENTOR_POOL_01,2027-03-21T14:05:00+09:00,SYNTHETIC_HUMAN_SCENARIO
GAP_EMP_C0210_M1_SKILL_05,EMP_C0210,M1_SKILL_05,RECONFIRM_AT_WORK,SELECTION_EVIDENCE,EV_APP0210_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_05,FD_APP0210_RE_REVIEW,LOCAL_TEAM_HANDOFF,입사 후 코드 리뷰·담당 범위 인수인계,MENTOR_POOL_01,2027-03-21T14:05:00+09:00,SYNTHETIC_HUMAN_SCENARIO
GAP_EMP_C0210_M1_SKILL_06,EMP_C0210,M1_SKILL_06,DEVELOPMENT_REQUIRED,SELECTION_EVIDENCE,EV_APP0210_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_06,FD_APP0210_RE_REVIEW,FINAL_LEARNABLE_GAP,Final Review의 학습 가능한 업무 Gap,MENTOR_POOL_01,2027-03-21T14:05:00+09:00,SYNTHETIC_HUMAN_SCENARIO
GAP_EMP_C0220_M1_SKILL_03,EMP_C0220,M1_SKILL_03,RECONFIRM_AT_WORK,SELECTION_EVIDENCE,EV_APP0220_FIRST_INTERVIEW_AI_CASE_M1_SKILL_03,FD_APP0220_RE_REVIEW,LOCAL_PIPELINE_HANDOFF,입사 후 로컬 배치 입력·복구 검증과 인수인계,MENTOR_POOL_01,2027-04-06T16:50:00+09:00,SYNTHETIC_HUMAN_SCENARIO
GAP_EMP_C0243_M1_SKILL_03,EMP_C0243,M1_SKILL_03,RECONFIRM_AT_WORK,SELECTION_EVIDENCE,EV_APP0243_FIRST_INTERVIEW_AI_CASE_M1_SKILL_03,FD_APP0243_RE_REVIEW,LOCAL_PIPELINE_HANDOFF,입사 후 로컬 배치 입력·복구 검증과 인수인계,MENTOR_POOL_01,2027-03-22T15:50:00+09:00,SYNTHETIC_HUMAN_SCENARIO
GAP_EMP_C0243_M1_SKILL_05,EMP_C0243,M1_SKILL_05,RECONFIRM_AT_WORK,SELECTION_EVIDENCE,EV_APP0243_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_05,FD_APP0243_RE_REVIEW,LOCAL_TEAM_HANDOFF,입사 후 코드 리뷰·담당 범위 인수인계,MENTOR_POOL_01,2027-03-22T15:50:00+09:00,SYNTHETIC_HUMAN_SCENARIO
GAP_EMP_C0254_M1_SKILL_03,EMP_C0254,M1_SKILL_03,RECONFIRM_AT_WORK,SELECTION_EVIDENCE,EV_APP0254_FIRST_INTERVIEW_AI_CASE_M1_SKILL_03,FD_APP0254_RE_REVIEW,LOCAL_PIPELINE_HANDOFF,입사 후 로컬 배치 입력·복구 검증과 인수인계,MENTOR_POOL_01,2027-03-23T14:35:00+09:00,SYNTHETIC_HUMAN_SCENARIO
GAP_EMP_C0254_M1_SKILL_05,EMP_C0254,M1_SKILL_05,RECONFIRM_AT_WORK,SELECTION_EVIDENCE,EV_APP0254_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_05,FD_APP0254_RE_REVIEW,LOCAL_TEAM_HANDOFF,입사 후 코드 리뷰·담당 범위 인수인계,MENTOR_POOL_01,2027-03-23T14:35:00+09:00,SYNTHETIC_HUMAN_SCENARIO
GAP_EMP_C0254_M1_SKILL_06,EMP_C0254,M1_SKILL_06,DEVELOPMENT_REQUIRED,SELECTION_EVIDENCE,EV_APP0254_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_06,FD_APP0254_RE_REVIEW,FINAL_LEARNABLE_GAP,Final Review의 학습 가능한 업무 Gap,MENTOR_POOL_01,2027-03-23T14:35:00+09:00,SYNTHETIC_HUMAN_SCENARIO
GAP_EMP_C0238_M1_SKILL_03,EMP_C0238,M1_SKILL_03,RECONFIRM_AT_WORK,SELECTION_EVIDENCE,EV_APP0238_FIRST_INTERVIEW_AI_CASE_M1_SKILL_03,FD_APP0238_INITIAL,LOCAL_PIPELINE_HANDOFF,입사 후 로컬 배치 입력·복구 검증과 인수인계,MENTOR_POOL_01,2027-03-25T14:30:00+09:00,SYNTHETIC_HUMAN_SCENARIO
GAP_EMP_C0238_M1_SKILL_05,EMP_C0238,M1_SKILL_05,RECONFIRM_AT_WORK,SELECTION_EVIDENCE,EV_APP0238_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_05,FD_APP0238_INITIAL,LOCAL_TEAM_HANDOFF,입사 후 코드 리뷰·담당 범위 인수인계,MENTOR_POOL_01,2027-03-25T14:30:00+09:00,SYNTHETIC_HUMAN_SCENARIO
GAP_EMP_C0238_M1_SKILL_06,EMP_C0238,M1_SKILL_06,DEVELOPMENT_REQUIRED,SELECTION_EVIDENCE,EV_APP0238_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_06,FD_APP0238_INITIAL,FINAL_LEARNABLE_GAP,Final Review의 학습 가능한 업무 Gap,MENTOR_POOL_01,2027-03-25T14:30:00+09:00,SYNTHETIC_HUMAN_SCENARIO
GAP_EMP_C0253_M1_SKILL_03,EMP_C0253,M1_SKILL_03,RECONFIRM_AT_WORK,SELECTION_EVIDENCE,EV_APP0253_FINAL_REVIEW_FOCUSED_FOLLOW_UP_M1_SKILL_03,FD_APP0253_RE_REVIEW,LOCAL_PIPELINE_HANDOFF,입사 후 로컬 배치 입력·복구 검증과 인수인계,MENTOR_POOL_01,2027-04-02T16:00:00+09:00,SYNTHETIC_HUMAN_SCENARIO
GAP_EMP_C0253_M1_SKILL_05,EMP_C0253,M1_SKILL_05,RECONFIRM_AT_WORK,SELECTION_EVIDENCE,EV_APP0253_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_05,FD_APP0253_RE_REVIEW,LOCAL_TEAM_HANDOFF,입사 후 코드 리뷰·담당 범위 인수인계,MENTOR_POOL_01,2027-04-02T16:00:00+09:00,SYNTHETIC_HUMAN_SCENARIO
GAP_EMP_C0215_M1_SKILL_03,EMP_C0215,M1_SKILL_03,RECONFIRM_AT_WORK,SELECTION_EVIDENCE,EV_APP0215_FIRST_INTERVIEW_AI_CASE_M1_SKILL_03,FD_APP0215_INITIAL,LOCAL_PIPELINE_HANDOFF,입사 후 로컬 배치 입력·복구 검증과 인수인계,MENTOR_POOL_01,2027-04-03T11:50:00+09:00,SYNTHETIC_HUMAN_SCENARIO
GAP_EMP_C0215_M1_SKILL_05,EMP_C0215,M1_SKILL_05,RECONFIRM_AT_WORK,SELECTION_EVIDENCE,EV_APP0215_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_05,FD_APP0215_INITIAL,LOCAL_TEAM_HANDOFF,입사 후 코드 리뷰·담당 범위 인수인계,MENTOR_POOL_01,2027-04-03T11:50:00+09:00,SYNTHETIC_HUMAN_SCENARIO
GAP_EMP_C0246_M1_SKILL_06,EMP_C0246,M1_SKILL_06,DEVELOPMENT_REQUIRED,SELECTION_EVIDENCE,EV_APP0246_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_06,FD_APP0246_RE_REVIEW,FINAL_LEARNABLE_GAP,Final Review의 학습 가능한 업무 Gap,MENTOR_POOL_01,2027-03-26T16:25:00+09:00,SYNTHETIC_HUMAN_SCENARIO
GAP_EMP_C0297_M1_SKILL_03,EMP_C0297,M1_SKILL_03,RECONFIRM_AT_WORK,SELECTION_EVIDENCE,EV_APP0297_FIRST_INTERVIEW_AI_CASE_M1_SKILL_03,FD_APP0297_RE_REVIEW,LOCAL_PIPELINE_HANDOFF,입사 후 로컬 배치 입력·복구 검증과 인수인계,MENTOR_POOL_01,2027-04-10T18:30:00+09:00,SYNTHETIC_HUMAN_SCENARIO
GAP_EMP_C0297_M1_SKILL_05,EMP_C0297,M1_SKILL_05,RECONFIRM_AT_WORK,SELECTION_EVIDENCE,EV_APP0297_FINAL_REVIEW_FOCUSED_FOLLOW_UP_M1_SKILL_05,FD_APP0297_RE_REVIEW,LOCAL_TEAM_HANDOFF,입사 후 코드 리뷰·담당 범위 인수인계,MENTOR_POOL_01,2027-04-10T18:30:00+09:00,SYNTHETIC_HUMAN_SCENARIO
GAP_EMP_C0319_M1_SKILL_03,EMP_C0319,M1_SKILL_03,RECONFIRM_AT_WORK,SELECTION_EVIDENCE,EV_APP0319_FIRST_INTERVIEW_AI_CASE_M1_SKILL_03,FD_APP0319_RE_REVIEW,LOCAL_PIPELINE_HANDOFF,입사 후 로컬 배치 입력·복구 검증과 인수인계,MENTOR_POOL_01,2027-04-06T15:45:00+09:00,SYNTHETIC_HUMAN_SCENARIO
GAP_EMP_C0300_M1_SKILL_06,EMP_C0300,M1_SKILL_06,DEVELOPMENT_REQUIRED,SELECTION_EVIDENCE,EV_APP0300_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_06,FD_APP0300_INITIAL,FINAL_LEARNABLE_GAP,Final Review의 학습 가능한 업무 Gap,MENTOR_POOL_01,2027-03-26T13:35:00+09:00,SYNTHETIC_HUMAN_SCENARIO
GAP_EMP_C0272_M1_SKILL_03,EMP_C0272,M1_SKILL_03,RECONFIRM_AT_WORK,SELECTION_EVIDENCE,EV_APP0272_FIRST_INTERVIEW_AI_CASE_M1_SKILL_03,FD_APP0272_INITIAL,LOCAL_PIPELINE_HANDOFF,입사 후 로컬 배치 입력·복구 검증과 인수인계,MENTOR_POOL_01,2027-04-02T12:20:00+09:00,SYNTHETIC_HUMAN_SCENARIO
GAP_EMP_C0272_M1_SKILL_05,EMP_C0272,M1_SKILL_05,RECONFIRM_AT_WORK,SELECTION_EVIDENCE,EV_APP0272_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_05,FD_APP0272_INITIAL,LOCAL_TEAM_HANDOFF,입사 후 코드 리뷰·담당 범위 인수인계,MENTOR_POOL_01,2027-04-02T12:20:00+09:00,SYNTHETIC_HUMAN_SCENARIO
GAP_EMP_C0265_M1_SKILL_03,EMP_C0265,M1_SKILL_03,RECONFIRM_AT_WORK,SELECTION_EVIDENCE,EV_APP0265_FIRST_INTERVIEW_AI_CASE_M1_SKILL_03,FD_APP0265_RE_REVIEW,LOCAL_PIPELINE_HANDOFF,입사 후 로컬 배치 입력·복구 검증과 인수인계,MENTOR_POOL_01,2027-04-12T12:45:00+09:00,SYNTHETIC_HUMAN_SCENARIO
GAP_EMP_C0314_M1_SKILL_03,EMP_C0314,M1_SKILL_03,RECONFIRM_AT_WORK,SELECTION_EVIDENCE,EV_APP0314_FIRST_INTERVIEW_AI_CASE_M1_SKILL_03,FD_APP0314_RE_REVIEW,LOCAL_PIPELINE_HANDOFF,입사 후 로컬 배치 입력·복구 검증과 인수인계,MENTOR_POOL_01,2027-04-24T12:55:00+09:00,SYNTHETIC_HUMAN_SCENARIO
GAP_EMP_C0314_M1_SKILL_05,EMP_C0314,M1_SKILL_05,RECONFIRM_AT_WORK,SELECTION_EVIDENCE,EV_APP0314_SECOND_INTERVIEW_VALUES_BEHAVIOR_INTERVIEW_M1_SKILL_05,FD_APP0314_RE_REVIEW,LOCAL_TEAM_HANDOFF,입사 후 코드 리뷰·담당 범위 인수인계,MENTOR_POOL_01,2027-04-24T12:55:00+09:00,SYNTHETIC_HUMAN_SCENARIO
