workforce_event_id,employee_id,event_type,effective_at,source_ref,confirmed_by,confirmed_at,decision_provenance
WF_EMP_C0194_RAMP_UP_EXTENDED,EMP_C0194,RAMP_UP_EXTENDED,2027-09-21T18:10:00+09:00,onboarding_tasks.csv#TASK_EMP_C0194_01/work_evidence,MENTOR_POOL_01,2027-09-21T18:10:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0194_READY_CONFIRMED,EMP_C0194,READY_CONFIRMED,2027-10-24T18:10:00+09:00,"{""gap_ids"":[""GAP_EMP_C0194_M1_SKILL_05""],""human_rationale"":""개인별 필요한 업무/Gap의 검증과 후속 확인을 검토하여 업무 수행 준비를 확인했다."",""work_evidence_refs"":[""onboarding_tasks.csv#TASK_EMP_C0194_02/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0194_04/work_evidence""]}",MENTOR_POOL_01,2027-10-24T18:10:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0167_JOINED,EMP_C0167,JOINED,2027-03-21T17:00:00+09:00,offers.csv#OF_APP0167,,,
WF_EMP_C0167_ONBOARDING_STARTED,EMP_C0167,ONBOARDING_STARTED,2027-03-21T17:00:00+09:00,onboarding_profiles.csv#EMP_C0167,,,
WF_EMP_C0167_RAMP_UP_EXTENDED,EMP_C0167,RAMP_UP_EXTENDED,2027-10-01T17:00:00+09:00,onboarding_tasks.csv#TASK_EMP_C0167_01/work_evidence,MENTOR_POOL_01,2027-10-01T17:00:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0199_JOINED,EMP_C0199,JOINED,2027-03-14T16:25:00+09:00,offers.csv#OF_APP0199,,,
WF_EMP_C0199_ONBOARDING_STARTED,EMP_C0199,ONBOARDING_STARTED,2027-03-14T16:25:00+09:00,onboarding_profiles.csv#EMP_C0199,,,
WF_EMP_C0199_RAMP_UP_EXTENDED,EMP_C0199,RAMP_UP_EXTENDED,2027-09-17T16:25:00+09:00,onboarding_tasks.csv#TASK_EMP_C0199_02/work_evidence,MENTOR_POOL_01,2027-09-17T16:25:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0199_READY_CONFIRMED,EMP_C0199,READY_CONFIRMED,2027-10-31T16:25:00+09:00,"{""gap_ids"":[""GAP_EMP_C0199_M1_SKILL_03"",""GAP_EMP_C0199_M1_SKILL_05""],""human_rationale"":""개인별 필요한 업무/Gap의 검증과 후속 확인을 검토하여 업무 수행 준비를 확인했다."",""work_evidence_refs"":[""onboarding_tasks.csv#TASK_EMP_C0199_01/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0199_05/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0199_07/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0199_08/work_evidence""]}",MENTOR_POOL_01,2027-10-31T16:25:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0186_JOINED,EMP_C0186,JOINED,2027-03-12T13:35:00+09:00,offers.csv#OF_APP0186,,,
WF_EMP_C0186_ONBOARDING_STARTED,EMP_C0186,ONBOARDING_STARTED,2027-03-12T13:35:00+09:00,onboarding_profiles.csv#EMP_C0186,,,
WF_EMP_C0186_RAMP_UP_EXTENDED,EMP_C0186,RAMP_UP_EXTENDED,2027-09-22T13:35:00+09:00,onboarding_tasks.csv#TASK_EMP_C0186_01/work_evidence,MENTOR_POOL_01,2027-09-22T13:35:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0173_JOINED,EMP_C0173,JOINED,2027-03-09T19:50:00+09:00,offers.csv#OF_APP0173,,,
WF_EMP_C0173_ONBOARDING_STARTED,EMP_C0173,ONBOARDING_STARTED,2027-03-09T19:50:00+09:00,onboarding_profiles.csv#EMP_C0173,,,
WF_EMP_C0173_RAMP_UP_EXTENDED,EMP_C0173,RAMP_UP_EXTENDED,2027-09-12T19:50:00+09:00,onboarding_tasks.csv#TASK_EMP_C0173_04/work_evidence,MENTOR_POOL_01,2027-09-12T19:50:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0181_JOINED,EMP_C0181,JOINED,2027-03-22T12:00:00+09:00,offers.csv#OF_APP0181,,,
WF_EMP_C0181_ONBOARDING_STARTED,EMP_C0181,ONBOARDING_STARTED,2027-03-22T12:00:00+09:00,onboarding_profiles.csv#EMP_C0181,,,
WF_EMP_C0181_RAMP_UP_EXTENDED,EMP_C0181,RAMP_UP_EXTENDED,2027-09-18T12:00:00+09:00,onboarding_tasks.csv#TASK_EMP_C0181_01/work_evidence,MENTOR_POOL_01,2027-09-18T12:00:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0181_READY_CONFIRMED,EMP_C0181,READY_CONFIRMED,2027-10-18T12:00:00+09:00,"{""gap_ids"":[""GAP_EMP_C0181_M1_SKILL_03""],""human_rationale"":""개인별 필요한 업무/Gap의 검증과 후속 확인을 검토하여 업무 수행 준비를 확인했다."",""work_evidence_refs"":[""onboarding_tasks.csv#TASK_EMP_C0181_02/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0181_03/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0181_04/work_evidence""]}",MENTOR_POOL_01,2027-10-18T12:00:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0202_JOINED,EMP_C0202,JOINED,2027-03-17T13:40:00+09:00,offers.csv#OF_APP0202,,,
WF_EMP_C0202_ONBOARDING_STARTED,EMP_C0202,ONBOARDING_STARTED,2027-03-17T13:40:00+09:00,onboarding_profiles.csv#EMP_C0202,,,
WF_EMP_C0202_RAMP_UP_EXTENDED,EMP_C0202,RAMP_UP_EXTENDED,2027-09-16T13:40:00+09:00,onboarding_tasks.csv#TASK_EMP_C0202_01/work_evidence,MENTOR_POOL_01,2027-09-16T13:40:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0202_READY_CONFIRMED,EMP_C0202,READY_CONFIRMED,2027-10-19T13:40:00+09:00,"{""gap_ids"":[""GAP_EMP_C0202_M1_SKILL_06""],""human_rationale"":""개인별 필요한 업무/Gap의 검증과 후속 확인을 검토하여 업무 수행 준비를 확인했다."",""work_evidence_refs"":[""onboarding_tasks.csv#TASK_EMP_C0202_03/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0202_04/work_evidence""]}",MENTOR_POOL_01,2027-10-19T13:40:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0166_JOINED,EMP_C0166,JOINED,2027-03-19T11:55:00+09:00,offers.csv#OF_APP0166,,,
WF_EMP_C0166_ONBOARDING_STARTED,EMP_C0166,ONBOARDING_STARTED,2027-03-19T11:55:00+09:00,onboarding_profiles.csv#EMP_C0166,,,
WF_EMP_C0166_RAMP_UP_EXTENDED,EMP_C0166,RAMP_UP_EXTENDED,2027-09-29T11:55:00+09:00,onboarding_tasks.csv#TASK_EMP_C0166_02/work_evidence,MENTOR_POOL_01,2027-09-29T11:55:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0225_JOINED,EMP_C0225,JOINED,2027-03-10T13:50:00+09:00,offers.csv#OF_APP0225,,,
WF_EMP_C0225_ONBOARDING_STARTED,EMP_C0225,ONBOARDING_STARTED,2027-03-10T13:50:00+09:00,onboarding_profiles.csv#EMP_C0225,,,
WF_EMP_C0225_RAMP_UP_EXTENDED,EMP_C0225,RAMP_UP_EXTENDED,2027-09-09T13:50:00+09:00,onboarding_tasks.csv#TASK_EMP_C0225_01/work_evidence,MENTOR_POOL_01,2027-09-09T13:50:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0225_READY_CONFIRMED,EMP_C0225,READY_CONFIRMED,2027-10-12T13:50:00+09:00,"{""gap_ids"":[""GAP_EMP_C0225_M1_SKILL_06""],""human_rationale"":""개인별 필요한 업무/Gap의 검증과 후속 확인을 검토하여 업무 수행 준비를 확인했다."",""work_evidence_refs"":[""onboarding_tasks.csv#TASK_EMP_C0225_02/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0225_03/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0225_04/work_evidence""]}",MENTOR_POOL_01,2027-10-12T13:50:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0182_JOINED,EMP_C0182,JOINED,2027-03-12T14:05:00+09:00,offers.csv#OF_APP0182,,,
WF_EMP_C0182_ONBOARDING_STARTED,EMP_C0182,ONBOARDING_STARTED,2027-03-12T14:05:00+09:00,onboarding_profiles.csv#EMP_C0182,,,
WF_EMP_C0182_RAMP_UP_EXTENDED,EMP_C0182,RAMP_UP_EXTENDED,2027-09-15T14:05:00+09:00,onboarding_tasks.csv#TASK_EMP_C0182_03/work_evidence,MENTOR_POOL_01,2027-09-15T14:05:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0182_READY_CONFIRMED,EMP_C0182,READY_CONFIRMED,2027-10-29T14:05:00+09:00,"{""gap_ids"":[""GAP_EMP_C0182_M1_SKILL_06""],""human_rationale"":""개인별 필요한 업무/Gap의 검증과 후속 확인을 검토하여 업무 수행 준비를 확인했다."",""work_evidence_refs"":[""onboarding_tasks.csv#TASK_EMP_C0182_01/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0182_02/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0182_04/work_evidence""]}",MENTOR_POOL_01,2027-10-29T14:05:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0209_JOINED,EMP_C0209,JOINED,2027-03-17T12:50:00+09:00,offers.csv#OF_APP0209,,,
WF_EMP_C0209_ONBOARDING_STARTED,EMP_C0209,ONBOARDING_STARTED,2027-03-17T12:50:00+09:00,onboarding_profiles.csv#EMP_C0209,,,
WF_EMP_C0209_RAMP_UP_EXTENDED,EMP_C0209,RAMP_UP_EXTENDED,2027-09-20T12:50:00+09:00,onboarding_tasks.csv#TASK_EMP_C0209_02/work_evidence,MENTOR_POOL_01,2027-09-20T12:50:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0209_READY_CONFIRMED,EMP_C0209,READY_CONFIRMED,2027-10-20T12:50:00+09:00,"{""gap_ids"":[""GAP_EMP_C0209_M1_SKILL_03""],""human_rationale"":""개인별 필요한 업무/Gap의 검증과 후속 확인을 검토하여 업무 수행 준비를 확인했다."",""work_evidence_refs"":[""onboarding_tasks.csv#TASK_EMP_C0209_01/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0209_03/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0209_04/work_evidence""]}",MENTOR_POOL_01,2027-10-20T12:50:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0235_JOINED,EMP_C0235,JOINED,2027-03-20T14:05:00+09:00,offers.csv#OF_APP0235,,,
WF_EMP_C0235_ONBOARDING_STARTED,EMP_C0235,ONBOARDING_STARTED,2027-03-20T14:05:00+09:00,onboarding_profiles.csv#EMP_C0235,,,
WF_EMP_C0235_RAMP_UP_EXTENDED,EMP_C0235,RAMP_UP_EXTENDED,2027-09-19T14:05:00+09:00,onboarding_tasks.csv#TASK_EMP_C0235_01/work_evidence,MENTOR_POOL_01,2027-09-19T14:05:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0235_READY_CONFIRMED,EMP_C0235,READY_CONFIRMED,2027-10-19T14:05:00+09:00,"{""gap_ids"":[""GAP_EMP_C0235_M1_SKILL_06""],""human_rationale"":""개인별 필요한 업무/Gap의 검증과 후속 확인을 검토하여 업무 수행 준비를 확인했다."",""work_evidence_refs"":[""onboarding_tasks.csv#TASK_EMP_C0235_02/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0235_04/work_evidence""]}",MENTOR_POOL_01,2027-10-19T14:05:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0196_JOINED,EMP_C0196,JOINED,2027-03-19T11:55:00+09:00,offers.csv#OF_APP0196,,,
WF_EMP_C0196_ONBOARDING_STARTED,EMP_C0196,ONBOARDING_STARTED,2027-03-19T11:55:00+09:00,onboarding_profiles.csv#EMP_C0196,,,
WF_EMP_C0196_RAMP_UP_EXTENDED,EMP_C0196,RAMP_UP_EXTENDED,2027-09-15T11:55:00+09:00,onboarding_tasks.csv#TASK_EMP_C0196_05/work_evidence,MENTOR_POOL_01,2027-09-15T11:55:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0196_READY_CONFIRMED,EMP_C0196,READY_CONFIRMED,2027-10-18T11:55:00+09:00,"{""gap_ids"":[""GAP_EMP_C0196_M1_SKILL_05"",""GAP_EMP_C0196_M1_SKILL_06""],""human_rationale"":""개인별 필요한 업무/Gap의 검증과 후속 확인을 검토하여 업무 수행 준비를 확인했다."",""work_evidence_refs"":[""onboarding_tasks.csv#TASK_EMP_C0196_01/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0196_02/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0196_03/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0196_04/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0196_06/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0196_07/work_evidence""]}",MENTOR_POOL_01,2027-10-18T11:55:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0210_JOINED,EMP_C0210,JOINED,2027-03-21T14:05:00+09:00,offers.csv#OF_APP0210,,,
WF_EMP_C0210_ONBOARDING_STARTED,EMP_C0210,ONBOARDING_STARTED,2027-03-21T14:05:00+09:00,onboarding_profiles.csv#EMP_C0210,,,
WF_EMP_C0210_RAMP_UP_EXTENDED,EMP_C0210,RAMP_UP_EXTENDED,2027-10-01T14:05:00+09:00,onboarding_tasks.csv#TASK_EMP_C0210_01/work_evidence,MENTOR_POOL_01,2027-10-01T14:05:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0220_JOINED,EMP_C0220,JOINED,2027-04-06T16:50:00+09:00,offers.csv#OF_APP0220,,,
WF_EMP_C0220_ONBOARDING_STARTED,EMP_C0220,ONBOARDING_STARTED,2027-04-06T16:50:00+09:00,onboarding_profiles.csv#EMP_C0220,,,
WF_EMP_C0220_READY_CONFIRMED,EMP_C0220,READY_CONFIRMED,2027-10-03T16:50:00+09:00,"{""gap_ids"":[""GAP_EMP_C0220_M1_SKILL_03""],""human_rationale"":""개인별 필요한 업무/Gap의 검증과 후속 확인을 검토하여 업무 수행 준비를 확인했다."",""work_evidence_refs"":[""onboarding_tasks.csv#TASK_EMP_C0220_01/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0220_02/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0220_03/work_evidence""]}",MENTOR_POOL_01,2027-10-03T16:50:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0205_JOINED,EMP_C0205,JOINED,2027-03-18T13:15:00+09:00,offers.csv#OF_APP0205,,,
WF_EMP_C0205_ONBOARDING_STARTED,EMP_C0205,ONBOARDING_STARTED,2027-03-18T13:15:00+09:00,onboarding_profiles.csv#EMP_C0205,,,
WF_EMP_C0205_READY_CONFIRMED,EMP_C0205,READY_CONFIRMED,2027-09-14T13:15:00+09:00,"{""gap_ids"":[],""human_rationale"":""개인별 필요한 업무/Gap의 검증과 후속 확인을 검토하여 업무 수행 준비를 확인했다."",""work_evidence_refs"":[""onboarding_tasks.csv#TASK_EMP_C0205_01/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0205_02/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0205_03/work_evidence""]}",MENTOR_POOL_01,2027-09-14T13:15:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0243_JOINED,EMP_C0243,JOINED,2027-03-22T15:50:00+09:00,offers.csv#OF_APP0243,,,
WF_EMP_C0243_ONBOARDING_STARTED,EMP_C0243,ONBOARDING_STARTED,2027-03-22T15:50:00+09:00,onboarding_profiles.csv#EMP_C0243,,,
WF_EMP_C0243_RAMP_UP_EXTENDED,EMP_C0243,RAMP_UP_EXTENDED,2027-10-02T15:50:00+09:00,onboarding_tasks.csv#TASK_EMP_C0243_02/work_evidence,MENTOR_POOL_01,2027-10-02T15:50:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0254_JOINED,EMP_C0254,JOINED,2027-03-23T14:35:00+09:00,offers.csv#OF_APP0254,,,
WF_EMP_C0254_ONBOARDING_STARTED,EMP_C0254,ONBOARDING_STARTED,2027-03-23T14:35:00+09:00,onboarding_profiles.csv#EMP_C0254,,,
WF_EMP_C0254_RAMP_UP_EXTENDED,EMP_C0254,RAMP_UP_EXTENDED,2027-09-26T14:35:00+09:00,onboarding_tasks.csv#TASK_EMP_C0254_01/work_evidence,MENTOR_POOL_01,2027-09-26T14:35:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0238_JOINED,EMP_C0238,JOINED,2027-03-25T14:30:00+09:00,offers.csv#OF_APP0238,,,
WF_EMP_C0238_ONBOARDING_STARTED,EMP_C0238,ONBOARDING_STARTED,2027-03-25T14:30:00+09:00,onboarding_profiles.csv#EMP_C0238,,,
WF_EMP_C0238_RAMP_UP_EXTENDED,EMP_C0238,RAMP_UP_EXTENDED,2027-09-28T14:30:00+09:00,onboarding_tasks.csv#TASK_EMP_C0238_01/work_evidence,MENTOR_POOL_01,2027-09-28T14:30:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0253_JOINED,EMP_C0253,JOINED,2027-04-02T16:00:00+09:00,offers.csv#OF_APP0253,,,
WF_EMP_C0253_ONBOARDING_STARTED,EMP_C0253,ONBOARDING_STARTED,2027-04-02T16:00:00+09:00,onboarding_profiles.csv#EMP_C0253,,,
WF_EMP_C0253_RAMP_UP_EXTENDED,EMP_C0253,RAMP_UP_EXTENDED,2027-10-13T16:00:00+09:00,onboarding_tasks.csv#TASK_EMP_C0253_01/work_evidence,MENTOR_POOL_01,2027-10-13T16:00:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0215_JOINED,EMP_C0215,JOINED,2027-04-03T11:50:00+09:00,offers.csv#OF_APP0215,,,
WF_EMP_C0215_ONBOARDING_STARTED,EMP_C0215,ONBOARDING_STARTED,2027-04-03T11:50:00+09:00,onboarding_profiles.csv#EMP_C0215,,,
WF_EMP_C0215_RAMP_UP_EXTENDED,EMP_C0215,RAMP_UP_EXTENDED,2027-10-03T11:50:00+09:00,onboarding_tasks.csv#TASK_EMP_C0215_05/work_evidence,MENTOR_POOL_01,2027-10-03T11:50:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0285_JOINED,EMP_C0285,JOINED,2027-03-31T14:05:00+09:00,offers.csv#OF_APP0285,,,
WF_EMP_C0285_ONBOARDING_STARTED,EMP_C0285,ONBOARDING_STARTED,2027-03-31T14:05:00+09:00,onboarding_profiles.csv#EMP_C0285,,,
WF_EMP_C0285_RAMP_UP_EXTENDED,EMP_C0285,RAMP_UP_EXTENDED,2027-09-30T14:05:00+09:00,onboarding_tasks.csv#TASK_EMP_C0285_03/work_evidence,MENTOR_POOL_01,2027-09-30T14:05:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0246_JOINED,EMP_C0246,JOINED,2027-03-26T16:25:00+09:00,offers.csv#OF_APP0246,,,
WF_EMP_C0246_ONBOARDING_STARTED,EMP_C0246,ONBOARDING_STARTED,2027-03-26T16:25:00+09:00,onboarding_profiles.csv#EMP_C0246,,,
WF_EMP_C0246_RAMP_UP_EXTENDED,EMP_C0246,RAMP_UP_EXTENDED,2027-09-25T16:25:00+09:00,onboarding_tasks.csv#TASK_EMP_C0246_01/work_evidence,MENTOR_POOL_01,2027-09-25T16:25:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0297_JOINED,EMP_C0297,JOINED,2027-04-10T18:30:00+09:00,offers.csv#OF_APP0297,,,
WF_EMP_C0297_ONBOARDING_STARTED,EMP_C0297,ONBOARDING_STARTED,2027-04-10T18:30:00+09:00,onboarding_profiles.csv#EMP_C0297,,,
WF_EMP_C0297_RAMP_UP_EXTENDED,EMP_C0297,RAMP_UP_EXTENDED,2027-10-21T18:30:00+09:00,onboarding_tasks.csv#TASK_EMP_C0297_01/work_evidence,MENTOR_POOL_01,2027-10-21T18:30:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0319_JOINED,EMP_C0319,JOINED,2027-04-06T15:45:00+09:00,offers.csv#OF_APP0319,,,
WF_EMP_C0319_ONBOARDING_STARTED,EMP_C0319,ONBOARDING_STARTED,2027-04-06T15:45:00+09:00,onboarding_profiles.csv#EMP_C0319,,,
WF_EMP_C0319_RAMP_UP_EXTENDED,EMP_C0319,RAMP_UP_EXTENDED,2027-10-06T15:45:00+09:00,onboarding_tasks.csv#TASK_EMP_C0319_02/work_evidence,MENTOR_POOL_01,2027-10-06T15:45:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0300_JOINED,EMP_C0300,JOINED,2027-03-26T13:35:00+09:00,offers.csv#OF_APP0300,,,
WF_EMP_C0300_ONBOARDING_STARTED,EMP_C0300,ONBOARDING_STARTED,2027-03-26T13:35:00+09:00,onboarding_profiles.csv#EMP_C0300,,,
WF_EMP_C0300_READY_CONFIRMED,EMP_C0300,READY_CONFIRMED,2027-09-29T13:35:00+09:00,"{""gap_ids"":[""GAP_EMP_C0300_M1_SKILL_06""],""human_rationale"":""개인별 필요한 업무/Gap의 검증과 후속 확인을 검토하여 업무 수행 준비를 확인했다."",""work_evidence_refs"":[""onboarding_tasks.csv#TASK_EMP_C0300_01/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0300_02/work_evidence"",""onboarding_tasks.csv#TASK_EMP_C0300_03/work_evidence""]}",MENTOR_POOL_01,2027-09-29T13:35:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0272_JOINED,EMP_C0272,JOINED,2027-04-02T12:20:00+09:00,offers.csv#OF_APP0272,,,
WF_EMP_C0272_ONBOARDING_STARTED,EMP_C0272,ONBOARDING_STARTED,2027-04-02T12:20:00+09:00,onboarding_profiles.csv#EMP_C0272,,,
WF_EMP_C0272_RAMP_UP_EXTENDED,EMP_C0272,RAMP_UP_EXTENDED,2027-10-13T12:20:00+09:00,onboarding_tasks.csv#TASK_EMP_C0272_03/work_evidence,MENTOR_POOL_01,2027-10-13T12:20:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0265_JOINED,EMP_C0265,JOINED,2027-04-12T12:45:00+09:00,offers.csv#OF_APP0265,,,
WF_EMP_C0265_ONBOARDING_STARTED,EMP_C0265,ONBOARDING_STARTED,2027-04-12T12:45:00+09:00,onboarding_profiles.csv#EMP_C0265,,,
WF_EMP_C0265_RAMP_UP_EXTENDED,EMP_C0265,RAMP_UP_EXTENDED,2027-10-16T12:45:00+09:00,onboarding_tasks.csv#TASK_EMP_C0265_02/work_evidence,MENTOR_POOL_01,2027-10-16T12:45:00+09:00,SYNTHETIC_HUMAN_SCENARIO
WF_EMP_C0314_JOINED,EMP_C0314,JOINED,2027-04-24T12:55:00+09:00,offers.csv#OF_APP0314,,,
WF_EMP_C0314_ONBOARDING_STARTED,EMP_C0314,ONBOARDING_STARTED,2027-04-24T12:55:00+09:00,onboarding_profiles.csv#EMP_C0314,,,
