task_id,candidate_id,employee_id,milestone,task_type,related_skill_id,planned_at,assigned_at,completed_at,evidence_ref,work_evidence,status,mentor_confirmed,decision_provenance
TASK_EMP_C0166_06,C0166,EMP_C0166,MONTH_6,WORK_TASK,M1_SKILL_06,2027-03-13T11:15:00+09:00,2027-09-09T11:15:00+09:00,2027-09-12T11:15:00+09:00,onboarding_tasks.csv#TASK_EMP_C0166_06/work_evidence,"{""artifact_id"":""WORK_TASK_EMP_C0166_06"",""evidence_type"":""SYNTHETIC"",""observed_at"":""2027-09-12T11:15:00+09:00"",""performed_action"":""업무 요구에 맞춰 작은 산출물을 만들고 실행/검토 기록을 남겼다."",""revision"":"""",""skill_id"":""M1_SKILL_06"",""task"":""WORK_TASK"",""verification"":""CHECK_PENDING""}",COMPLETED,false,SYNTHETIC_HUMAN_SCENARIO
TASK_EMP_C0166_07,C0166,EMP_C0166,EXTENDED,FOLLOW_UP_WORK,M1_SKILL_05,2027-03-13T11:15:00+09:00,2027-10-23T11:15:00+09:00,2027-10-23T11:15:00+09:00,onboarding_tasks.csv#TASK_EMP_C0166_07/work_evidence,"{""artifact_id"":""WORK_TASK_EMP_C0166_07"",""evidence_type"":""SYNTHETIC"",""observed_at"":""2027-10-23T11:15:00+09:00"",""performed_action"":""업무 요구에 맞춰 작은 산출물을 만들고 실행/검토 기록을 남겼다."",""revision"":"""",""skill_id"":""M1_SKILL_05"",""task"":""FOLLOW_UP_WORK"",""verification"":""OUTPUT_AND_RECOVERY_CHECKED""}",COMPLETED,true,SYNTHETIC_HUMAN_SCENARIO
TASK_EMP_C0166_08,C0166,EMP_C0166,EXTENDED,FOLLOW_UP_WORK,M1_SKILL_06,2027-03-13T11:15:00+09:00,2027-10-23T11:15:00+09:00,2027-10-26T11:15:00+09:00,onboarding_tasks.csv#TASK_EMP_C0166_08/work_evidence,"{""artifact_id"":""WORK_TASK_EMP_C0166_08"",""evidence_type"":""SYNTHETIC"",""observed_at"":""2027-10-26T11:15:00+09:00"",""performed_action"":""업무 요구에 맞춰 작은 산출물을 만들고 실행/검토 기록을 남겼다."",""revision"":"""",""skill_id"":""M1_SKILL_06"",""task"":""FOLLOW_UP_WORK"",""verification"":""OUTPUT_AND_RECOVERY_CHECKED""}",COMPLETED,false,SYNTHETIC_HUMAN_SCENARIO
TASK_EMP_C0181_01,C0181,EMP_C0181,MONTH_1,ENVIRONMENT_CHECK,M1_SKILL_03,2027-03-20T11:35:00+09:00,2027-04-19T11:35:00+09:00,2027-04-22T11:35:00+09:00,onboarding_tasks.csv#TASK_EMP_C0181_01/work_evidence,"{""artifact_id"":""WORK_TASK_EMP_C0181_01"",""evidence_type"":""SYNTHETIC"",""observed_at"":""2027-04-22T11:35:00+09:00"",""performed_action"":""업무 요구에 맞춰 작은 산출물을 만들고 실행/검토 기록을 남겼다."",""revision"":"""",""skill_id"":""M1_SKILL_03"",""task"":""ENVIRONMENT_CHECK"",""verification"":""OUTPUT_AND_RECOVERY_CHECKED""}",COMPLETED,false,SYNTHETIC_HUMAN_SCENARIO
TASK_EMP_C0181_02,C0181,EMP_C0181,MONTH_3,PIPELINE_REVIEW,M1_SKILL_03,2027-03-20T11:35:00+09:00,2027-06-18T11:35:00+09:00,2027-06-25T11:35:00+09:00,onboarding_tasks.csv#TASK_EMP_C0181_02/work_evidence,"{""artifact_id"":""WORK_TASK_EMP_C0181_02"",""evidence_type"":""SYNTHETIC"",""observed_at"":""2027-06-25T11:35:00+09:00"",""performed_action"":""업무 요구에 맞춰 작은 산출물을 만들고 실행/검토 기록을 남겼다."",""revision"":"""",""skill_id"":""M1_SKILL_03"",""task"":""PIPELINE_REVIEW"",""verification"":""OUTPUT_AND_RECOVERY_CHECKED""}",COMPLETED,true,SYNTHETIC_HUMAN_SCENARIO
TASK_EMP_C0181_03,C0181,EMP_C0181,MONTH_6,WORK_TASK,M1_SKILL_03,2027-03-20T11:35:00+09:00,2027-09-16T11:35:00+09:00,2027-09-16T11:35:00+09:00,onboarding_tasks.csv#TASK_EMP_C0181_03/work_evidence,"{""artifact_id"":""WORK_TASK_EMP_C0181_03"",""evidence_type"":""SYNTHETIC"",""observed_at"":""2027-09-16T11:35:00+09:00"",""performed_action"":""업무 요구에 맞춰 작은 산출물을 만들고 실행/검토 기록을 남겼다."",""revision"":"""",""skill_id"":""M1_SKILL_03"",""task"":""WORK_TASK"",""verification"":""OUTPUT_AND_RECOVERY_CHECKED""}",COMPLETED,true,SYNTHETIC_HUMAN_SCENARIO
TASK_EMP_C0181_04,C0181,EMP_C0181,EXTENDED,FOLLOW_UP_WORK,M1_SKILL_03,2027-03-20T11:35:00+09:00,2027-10-16T11:35:00+09:00,2027-10-16T11:35:00+09:00,onboarding_tasks.csv#TASK_EMP_C0181_04/work_evidence,"{""artifact_id"":""WORK_TASK_EMP_C0181_04"",""evidence_type"":""SYNTHETIC"",""observed_at"":""2027-10-16T11:35:00+09:00"",""performed_action"":""업무 요구에 맞춰 작은 산출물을 만들고 실행/검토 기록을 남겼다."",""revision"":"""",""skill_id"":""M1_SKILL_03"",""task"":""FOLLOW_UP_WORK"",""verification"":""OUTPUT_AND_RECOVERY_CHECKED""}",COMPLETED,true,SYNTHETIC_HUMAN_SCENARIO
TASK_EMP_C0225_01,C0225,EMP_C0225,MONTH_1,ENVIRONMENT_CHECK,M1_SKILL_06,2027-03-12T11:05:00+09:00,2027-04-11T11:05:00+09:00,2027-04-18T11:05:00+09:00,onboarding_tasks.csv#TASK_EMP_C0225_01/work_evidence,"{""artifact_id"":""WORK_TASK_EMP_C0225_01"",""evidence_type"":""SYNTHETIC"",""observed_at"":""2027-04-18T11:05:00+09:00"",""performed_action"":""업무 요구에 맞춰 작은 산출물을 만들고 실행/검토 기록을 남겼다."",""revision"":"""",""skill_id"":""M1_SKILL_06"",""task"":""ENVIRONMENT_CHECK"",""verification"":""CHECK_PENDING""}",COMPLETED,false,SYNTHETIC_HUMAN_SCENARIO
TASK_EMP_C0225_02,C0225,EMP_C0225,MONTH_3,PIPELINE_REVIEW,M1_SKILL_06,2027-03-12T11:05:00+09:00,2027-06-10T11:05:00+09:00,2027-06-13T11:05:00+09:00,onboarding_tasks.csv#TASK_EMP_C0225_02/work_evidence,"{""artifact_id"":""WORK_TASK_EMP_C0225_02"",""evidence_type"":""SYNTHETIC"",""observed_at"":""2027-06-13T11:05:00+09:00"",""performed_action"":""업무 요구에 맞춰 작은 산출물을 만들고 실행/검토 기록을 남겼다."",""revision"":""확인한 예외를 수정 후 재실행했다."",""skill_id"":""M1_SKILL_06"",""task"":""PIPELINE_REVIEW"",""verification"":""OUTPUT_AND_RECOVERY_CHECKED""}",COMPLETED,true,SYNTHETIC_HUMAN_SCENARIO
TASK_EMP_C0225_03,C0225,EMP_C0225,MONTH_6,WORK_TASK,M1_SKILL_06,2027-03-12T11:05:00+09:00,2027-09-08T11:05:00+09:00,2027-09-11T11:05:00+09:00,onboarding_tasks.csv#TASK_EMP_C0225_03/work_evidence,"{""artifact_id"":""WORK_TASK_EMP_C0225_03"",""evidence_type"":""SYNTHETIC"",""observed_at"":""2027-09-11T11:05:00+09:00"",""performed_action"":""업무 요구에 맞춰 작은 산출물을 만들고 실행/검토 기록을 남겼다."",""revision"":"""",""skill_id"":""M1_SKILL_06"",""task"":""WORK_TASK"",""verification"":""OUTPUT_AND_RECOVERY_CHECKED""}",COMPLETED,true,SYNTHETIC_HUMAN_SCENARIO
TASK_EMP_C0225_04,C0225,EMP_C0225,EXTENDED,FOLLOW_UP_WORK,M1_SKILL_06,2027-03-12T11:05:00+09:00,2027-10-11T11:05:00+09:00,2027-10-14T11:05:00+09:00,onboarding_tasks.csv#TASK_EMP_C0225_04/work_evidence,"{""artifact_id"":""WORK_TASK_EMP_C0225_04"",""evidence_type"":""SYNTHETIC"",""observed_at"":""2027-10-14T11:05:00+09:00"",""performed_action"":""업무 요구에 맞춰 작은 산출물을 만들고 실행/검토 기록을 남겼다."",""revision"":"""",""skill_id"":""M1_SKILL_06"",""task"":""FOLLOW_UP_WORK"",""verification"":""OUTPUT_AND_RECOVERY_CHECKED""}",COMPLETED,true,SYNTHETIC_HUMAN_SCENARIO
TASK_EMP_C0238_01,C0238,EMP_C0238,MONTH_1,ENVIRONMENT_CHECK,M1_SKILL_03,2027-03-27T11:10:00+09:00,2027-04-26T11:10:00+09:00,2027-04-29T11:10:00+09:00,onboarding_tasks.csv#TASK_EMP_C0238_01/work_evidence,"{""artifact_id"":""WORK_TASK_EMP_C0238_01"",""evidence_type"":""SYNTHETIC"",""observed_at"":""2027-04-29T11:10:00+09:00"",""performed_action"":""업무 요구에 맞춰 작은 산출물을 만들고 실행/검토 기록을 남겼다."",""revision"":"""",""skill_id"":""M1_SKILL_03"",""task"":""ENVIRONMENT_CHECK"",""verification"":""CHECK_PENDING""}",COMPLETED,false,SYNTHETIC_HUMAN_SCENARIO
TASK_EMP_C0238_02,C0238,EMP_C0238,MONTH_3,PIPELINE_REVIEW,M1_SKILL_03,2027-03-27T11:10:00+09:00,2027-06-25T11:10:00+09:00,2027-06-28T11:10:00+09:00,onboarding_tasks.csv#TASK_EMP_C0238_02/work_evidence,"{""artifact_id"":""WORK_TASK_EMP_C0238_02"",""evidence_type"":""SYNTHETIC"",""observed_at"":""2027-06-28T11:10:00+09:00"",""performed_action"":""업무 요구에 맞춰 작은 산출물을 만들고 실행/검토 기록을 남겼다."",""revision"":""확인한 예외를 수정 후 재실행했다."",""skill_id"":""M1_SKILL_03"",""task"":""PIPELINE_REVIEW"",""verification"":""OUTPUT_AND_RECOVERY_CHECKED""}",COMPLETED,false,SYNTHETIC_HUMAN_SCENARIO
TASK_EMP_C0238_03,C0238,EMP_C0238,MONTH_6,WORK_TASK,M1_SKILL_03,2027-03-27T11:10:00+09:00,2027-09-23T11:10:00+09:00,2027-09-30T11:10:00+09:00,onboarding_tasks.csv#TASK_EMP_C0238_03/work_evidence,"{""artifact_id"":""WORK_TASK_EMP_C0238_03"",""evidence_type"":""SYNTHETIC"",""observed_at"":""2027-09-30T11:10:00+09:00"",""performed_action"":""업무 요구에 맞춰 작은 산출물을 만들고 실행/검토 기록을 남겼다."",""revision"":"""",""skill_id"":""M1_SKILL_03"",""task"":""WORK_TASK"",""verification"":""OUTPUT_AND_RECOVERY_CHECKED""}",COMPLETED,true,SYNTHETIC_HUMAN_SCENARIO
TASK_EMP_C0238_04,C0238,EMP_C0238,MONTH_1,ENVIRONMENT_CHECK,M1_SKILL_05,2027-03-27T11:10:00+09:00,2027-04-26T11:10:00+09:00,2027-04-29T11:10:00+09:00,onboarding_tasks.csv#TASK_EMP_C0238_04/work_evidence,"{""artifact_id"":""WORK_TASK_EMP_C0238_04"",""evidence_type"":""SYNTHETIC"",""observed_at"":""2027-04-29T11:10:00+09:00"",""performed_action"":""업무 요구에 맞춰 작은 산출물을 만들고 실행/검토 기록을 남겼다."",""revision"":""확인한 예외를 수정 후 재실행했다."",""skill_id"":""M1_SKILL_05"",""task"":""ENVIRONMENT_CHECK"",""verification"":""OUTPUT_AND_RECOVERY_CHECKED""}",COMPLETED,false,SYNTHETIC_HUMAN_SCENARIO
TASK_EMP_C0238_05,C0238,EMP_C0238,MONTH_3,PIPELINE_REVIEW,M1_SKILL_05,2027-03-27T11:10:00+09:00,2027-06-25T11:10:00+09:00,2027-07-02T11:10:00+09:00,onboarding_tasks.csv#TASK_EMP_C0238_05/work_evidence,"{""artifact_id"":""WORK_TASK_EMP_C0238_05"",""evidence_type"":""SYNTHETIC"",""observed_at"":""2027-07-02T11:10:00+09:00"",""performed_action"":""업무 요구에 맞춰 작은 산출물을 만들고 실행/검토 기록을 남겼다."",""revision"":""확인한 예외를 수정 후 재실행했다."",""skill_id"":""M1_SKILL_05"",""task"":""PIPELINE_REVIEW"",""verification"":""OUTPUT_AND_RECOVERY_CHECKED""}",COMPLETED,false,SYNTHETIC_HUMAN_SCENARIO
TASK_EMP_C0238_06,C0238,EMP_C0238,MONTH_6,WORK_TASK,M1_SKILL_05,2027-03-27T11:10:00+09:00,2027-09-23T11:10:00+09:00,2027-09-23T11:10:00+09:00,onboarding_tasks.csv#TASK_EMP_C0238_06/work_evidence,"{""artifact_id"":""WORK_TASK_EMP_C0238_06"",""evidence_type"":""SYNTHETIC"",""observed_at"":""2027-09-23T11:10:00+09:00"",""performed_action"":""업무 요구에 맞춰 작은 산출물을 만들고 실행/검토 기록을 남겼다."",""revision"":"""",""skill_id"":""M1_SKILL_05"",""task"":""WORK_TASK"",""verification"":""OUTPUT_AND_RECOVERY_CHECKED""}",COMPLETED,false,SYNTHETIC_HUMAN_SCENARIO
TASK_EMP_C0238_07,C0238,EMP_C0238,MONTH_1,ENVIRONMENT_CHECK,M1_SKILL_06,2027-03-27T11:10:00+09:00,2027-04-26T11:10:00+09:00,2027-05-10T11:10:00+09:00,onboarding_tasks.csv#TASK_EMP_C0238_07/work_evidence,"{""artifact_id"":""WORK_TASK_EMP_C0238_07"",""evidence_type"":""SYNTHETIC"",""observed_at"":""2027-05-10T11:10:00+09:00"",""performed_action"":""업무 요구에 맞춰 작은 산출물을 만들고 실행/검토 기록을 남겼다."",""revision"":"""",""skill_id"":""M1_SKILL_06"",""task"":""ENVIRONMENT_CHECK"",""verification"":""OUTPUT_AND_RECOVERY_CHECKED""}",COMPLETED,true,SYNTHETIC_HUMAN_SCENARIO
TASK_EMP_C0238_08,C0238,EMP_C0238,MONTH_3,PIPELINE_REVIEW,M1_SKILL_06,2027-03-27T11:10:00+09:00,2027-06-25T11:10:00+09:00,2027-06-25T11:10:00+09:00,onboarding_tasks.csv#TASK_EMP_C0238_08/work_evidence,"{""artifact_id"":""WORK_TASK_EMP_C0238_08"",""evidence_type"":""SYNTHETIC"",""observed_at"":""2027-06-25T11:10:00+09:00"",""performed_action"":""업무 요구에 맞춰 작은 산출물을 만들고 실행/검토 기록을 남겼다."",""revision"":""확인한 예외를 수정 후 재실행했다."",""skill_id"":""M1_SKILL_06"",""task"":""PIPELINE_REVIEW"",""verification"":""OUTPUT_AND_RECOVERY_CHECKED""}",COMPLETED,true,SYNTHETIC_HUMAN_SCENARIO
TASK_EMP_C0238_09,C0238,EMP_C0238,MONTH_6,WORK_TASK,M1_SKILL_06,2027-03-27T11:10:00+09:00,2027-09-23T11:10:00+09:00,2027-09-26T11:10:00+09:00,onboarding_tasks.csv#TASK_EMP_C0238_09/work_evidence,"{""artifact_id"":""WORK_TASK_EMP_C0238_09"",""evidence_type"":""SYNTHETIC"",""observed_at"":""2027-09-26T11:10:00+09:00"",""performed_action"":""업무 요구에 맞춰 작은 산출물을 만들고 실행/검토 기록을 남겼다."",""revision"":"""",""skill_id"":""M1_SKILL_06"",""task"":""WORK_TASK"",""verification"":""OUTPUT_AND_RECOVERY_CHECKED""}",COMPLETED,false,SYNTHETIC_HUMAN_SCENARIO
TASK_EMP_C0238_10,C0238,EMP_C0238,EXTENDED,FOLLOW_UP_WORK,M1_SKILL_03,2027-03-27T11:10:00+09:00,2027-10-30T11:10:00+09:00,2027-10-30T11:10:00+09:00,onboarding_tasks.csv#TASK_EMP_C0238_10/work_evidence,"{""artifact_id"":""WORK_TASK_EMP_C0238_10"",""evidence_type"":""SYNTHETIC"",""observed_at"":""2027-10-30T11:10:00+09:00"",""performed_action"":""업무 요구에 맞춰 작은 산출물을 만들고 실행/검토 기록을 남겼다."",""revision"":""확인한 예외를 수정 후 재실행했다."",""skill_id"":""M1_SKILL_03"",""task"":""FOLLOW_UP_WORK"",""verification"":""OUTPUT_AND_RECOVERY_CHECKED""}",COMPLETED,true,SYNTHETIC_HUMAN_SCENARIO
TASK_EMP_C0238_11,C0238,EMP_C0238,EXTENDED,FOLLOW_UP_WORK,M1_SKILL_05,2027-03-27T11:10:00+09:00,2027-10-30T11:10:00+09:00,,,,IN_PROGRESS,false,
TASK_EMP_C0238_12,C0238,EMP_C0238,EXTENDED,FOLLOW_UP_WORK,M1_SKILL_06,2027-03-27T11:10:00+09:00,2027-10-30T11:10:00+09:00,2027-10-30T11:10:00+09:00,onboarding_tasks.csv#TASK_EMP_C0238_12/work_evidence,"{""artifact_id"":""WORK_TASK_EMP_C0238_12"",""evidence_type"":""SYNTHETIC"",""observed_at"":""2027-10-30T11:10:00+09:00"",""performed_action"":""업무 요구에 맞춰 작은 산출물을 만들고 실행/검토 기록을 남겼다."",""revision"":"""",""skill_id"":""M1_SKILL_06"",""task"":""FOLLOW_UP_WORK"",""verification"":""OUTPUT_AND_RECOVERY_CHECKED""}",COMPLETED,true,SYNTHETIC_HUMAN_SCENARIO
TASK_EMP_C0300_01,C0300,EMP_C0300,MONTH_1,ENVIRONMENT_CHECK,M1_SKILL_06,2027-03-24T11:25:00+09:00,2027-04-23T11:25:00+09:00,2027-04-26T11:25:00+09:00,onboarding_tasks.csv#TASK_EMP_C0300_01/work_evidence,"{""artifact_id"":""WORK_TASK_EMP_C0300_01"",""evidence_type"":""SYNTHETIC"",""observed_at"":""2027-04-26T11:25:00+09:00"",""performed_action"":""업무 요구에 맞춰 작은 산출물을 만들고 실행/검토 기록을 남겼다."",""revision"":"""",""skill_id"":""M1_SKILL_06"",""task"":""ENVIRONMENT_CHECK"",""verification"":""OUTPUT_AND_RECOVERY_CHECKED""}",COMPLETED,true,SYNTHETIC_HUMAN_SCENARIO
TASK_EMP_C0300_02,C0300,EMP_C0300,MONTH_3,PIPELINE_REVIEW,M1_SKILL_06,2027-03-24T11:25:00+09:00,2027-06-22T11:25:00+09:00,2027-06-22T11:25:00+09:00,onboarding_tasks.csv#TASK_EMP_C0300_02/work_evidence,"{""artifact_id"":""WORK_TASK_EMP_C0300_02"",""evidence_type"":""SYNTHETIC"",""observed_at"":""2027-06-22T11:25:00+09:00"",""performed_action"":""업무 요구에 맞춰 작은 산출물을 만들고 실행/검토 기록을 남겼다."",""revision"":""확인한 예외를 수정 후 재실행했다."",""skill_id"":""M1_SKILL_06"",""task"":""PIPELINE_REVIEW"",""verification"":""OUTPUT_AND_RECOVERY_CHECKED""}",COMPLETED,true,SYNTHETIC_HUMAN_SCENARIO
TASK_EMP_C0300_03,C0300,EMP_C0300,MONTH_6,WORK_TASK,M1_SKILL_06,2027-03-24T11:25:00+09:00,2027-09-20T11:25:00+09:00,2027-09-27T11:25:00+09:00,onboarding_tasks.csv#TASK_EMP_C0300_03/work_evidence,"{""artifact_id"":""WORK_TASK_EMP_C0300_03"",""evidence_type"":""SYNTHETIC"",""observed_at"":""2027-09-27T11:25:00+09:00"",""performed_action"":""업무 요구에 맞춰 작은 산출물을 만들고 실행/검토 기록을 남겼다."",""revision"":"""",""skill_id"":""M1_SKILL_06"",""task"":""WORK_TASK"",""verification"":""OUTPUT_AND_RECOVERY_CHECKED""}",COMPLETED,true,SYNTHETIC_HUMAN_SCENARIO
