eligibility_id,application_id,candidate_id,degree_level,graduation_status,expected_graduation_date,language_test_type,language_test_valid_until,travel_visa_eligibility,military_requirement_applicable,military_requirement_status,eligibility_reference_date,expected_join_date,requirement_states,overall_state,public_source_ref,source_provenance,date_provenance,decision_provenance
EL_APP0083,APP0083,C0083,MASTER,GRADUATED,,OPIC,2026-10-17,ELIGIBLE,YES,COMPLETED,2026-10-18,2027-03-01,"{""degree"":""PASS"",""language"":""FAIL"",""military"":""PASS"",""travel_visa"":""PASS""}",FAIL,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0085,APP0085,C0085,MASTER,EXPECTED,2027-02-28,TOEIC_SPEAKING,2027-04-16,ELIGIBLE,YES,NOT_COMPLETED,2026-10-18,2027-03-01,"{""degree"":""PASS"",""language"":""PASS"",""military"":""FAIL"",""travel_visa"":""PASS""}",FAIL,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0086,APP0086,C0086,BACHELOR,GRADUATED,,TOEIC_SPEAKING,2027-04-15,UNKNOWN,YES,COMPLETED,2026-10-17,2027-03-01,"{""degree"":""PASS"",""language"":""PASS"",""military"":""PASS"",""travel_visa"":""UNKNOWN""}",UNKNOWN,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0087,APP0087,C0087,OTHER,GRADUATED,,TOEIC_SPEAKING,2027-04-17,ELIGIBLE,NO,NOT_APPLICABLE,2026-10-19,2027-03-01,"{""degree"":""FAIL"",""language"":""PASS"",""military"":""NOT_APPLICABLE"",""travel_visa"":""PASS""}",FAIL,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0088,APP0088,C0088,MASTER,GRADUATED,,OPIC,,ELIGIBLE,NO,NOT_APPLICABLE,2026-10-18,2027-03-01,"{""degree"":""PASS"",""language"":""UNKNOWN"",""military"":""NOT_APPLICABLE"",""travel_visa"":""PASS""}",UNKNOWN,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0089,APP0089,C0089,MASTER,GRADUATED,,TOEIC_SPEAKING,2026-10-18,ELIGIBLE,YES,COMPLETED,2026-10-19,2027-03-01,"{""degree"":""PASS"",""language"":""FAIL"",""military"":""PASS"",""travel_visa"":""PASS""}",FAIL,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0090,APP0090,C0090,MASTER,EXPECTED,2027-02-28,TOEIC_SPEAKING,2027-04-18,ELIGIBLE,YES,COMPLETED,2026-10-20,2027-03-01,"{""degree"":""PASS"",""language"":""PASS"",""military"":""PASS"",""travel_visa"":""PASS""}",PASS,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0091,APP0091,C0091,MASTER,GRADUATED,,TOEIC_SPEAKING,2027-04-23,INELIGIBLE,YES,COMPLETED,2026-10-25,2027-03-01,"{""degree"":""PASS"",""language"":""PASS"",""military"":""PASS"",""travel_visa"":""FAIL""}",FAIL,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0093,APP0093,C0093,BACHELOR,GRADUATED,,TOEIC_SPEAKING,2027-04-18,UNKNOWN,NO,NOT_APPLICABLE,2026-10-20,2027-03-01,"{""degree"":""PASS"",""language"":""PASS"",""military"":""NOT_APPLICABLE"",""travel_visa"":""UNKNOWN""}",UNKNOWN,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0095,APP0095,C0095,BACHELOR,GRADUATED,,TOEIC_SPEAKING,,ELIGIBLE,YES,COMPLETED,2026-10-20,2027-03-01,"{""degree"":""PASS"",""language"":""UNKNOWN"",""military"":""PASS"",""travel_visa"":""PASS""}",UNKNOWN,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0096,APP0096,C0096,BACHELOR,EXPECTED,2027-02-28,TOEIC_SPEAKING,2027-04-18,ELIGIBLE,YES,COMPLETED,2026-10-20,2027-03-01,"{""degree"":""PASS"",""language"":""PASS"",""military"":""PASS"",""travel_visa"":""PASS""}",PASS,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0097,APP0097,C0097,MASTER,GRADUATED,,TOEIC_SPEAKING,2027-04-18,ELIGIBLE,NO,NOT_APPLICABLE,2026-10-20,2027-03-01,"{""degree"":""PASS"",""language"":""PASS"",""military"":""NOT_APPLICABLE"",""travel_visa"":""PASS""}",PASS,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0098,APP0098,C0098,MASTER,GRADUATED,,OPIC,2027-04-20,ELIGIBLE,YES,NOT_COMPLETED,2026-10-22,2027-03-01,"{""degree"":""PASS"",""language"":""PASS"",""military"":""FAIL"",""travel_visa"":""PASS""}",FAIL,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0099,APP0099,C0099,MASTER,EXPECTED,2027-02-28,TOEIC_SPEAKING,2027-04-23,INELIGIBLE,YES,COMPLETED,2026-10-25,2027-03-01,"{""degree"":""PASS"",""language"":""PASS"",""military"":""PASS"",""travel_visa"":""FAIL""}",FAIL,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0101,APP0101,C0101,UNKNOWN,GRADUATED,,TOEIC_SPEAKING,2027-04-18,ELIGIBLE,NO,NOT_APPLICABLE,2026-10-20,2027-03-01,"{""degree"":""UNKNOWN"",""language"":""PASS"",""military"":""NOT_APPLICABLE"",""travel_visa"":""PASS""}",UNKNOWN,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0102,APP0102,C0102,MASTER,EXPECTED,2027-02-28,TOEIC_SPEAKING,,ELIGIBLE,YES,COMPLETED,2026-10-19,2027-03-01,"{""degree"":""PASS"",""language"":""UNKNOWN"",""military"":""PASS"",""travel_visa"":""PASS""}",UNKNOWN,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0103,APP0103,C0103,MASTER,GRADUATED,,OPIC,2027-04-16,ELIGIBLE,YES,UNKNOWN,2026-10-18,2027-03-01,"{""degree"":""PASS"",""language"":""PASS"",""military"":""UNKNOWN"",""travel_visa"":""PASS""}",UNKNOWN,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0104,APP0104,C0104,MASTER,GRADUATED,,TOEIC_SPEAKING,2027-04-23,ELIGIBLE,NO,NOT_APPLICABLE,2026-10-25,2027-03-01,"{""degree"":""PASS"",""language"":""PASS"",""military"":""NOT_APPLICABLE"",""travel_visa"":""PASS""}",PASS,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0105,APP0105,C0105,UNKNOWN,EXPECTED,2027-02-28,OPIC,2027-04-18,ELIGIBLE,NO,NOT_APPLICABLE,2026-10-20,2027-03-01,"{""degree"":""UNKNOWN"",""language"":""PASS"",""military"":""NOT_APPLICABLE"",""travel_visa"":""PASS""}",UNKNOWN,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0107,APP0107,C0107,MASTER,EXPECTED,2027-02-28,OPIC,,ELIGIBLE,NO,NOT_APPLICABLE,2026-10-26,2027-03-01,"{""degree"":""PASS"",""language"":""UNKNOWN"",""military"":""NOT_APPLICABLE"",""travel_visa"":""PASS""}",UNKNOWN,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0109,APP0109,C0109,UNKNOWN,EXPECTED,2027-02-28,OPIC,2027-04-18,ELIGIBLE,NO,NOT_APPLICABLE,2026-10-20,2027-03-01,"{""degree"":""UNKNOWN"",""language"":""PASS"",""military"":""NOT_APPLICABLE"",""travel_visa"":""PASS""}",UNKNOWN,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0110,APP0110,C0110,BACHELOR,EXPECTED,2027-02-28,OPIC,2027-04-19,ELIGIBLE,YES,UNKNOWN,2026-10-21,2027-03-01,"{""degree"":""PASS"",""language"":""PASS"",""military"":""UNKNOWN"",""travel_visa"":""PASS""}",UNKNOWN,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0111,APP0111,C0111,MASTER,EXPECTED,2027-02-28,OPIC,,ELIGIBLE,YES,COMPLETED,2026-10-19,2027-03-01,"{""degree"":""PASS"",""language"":""UNKNOWN"",""military"":""PASS"",""travel_visa"":""PASS""}",UNKNOWN,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0112,APP0112,C0112,MASTER,GRADUATED,,OPIC,2027-04-17,UNKNOWN,NO,NOT_APPLICABLE,2026-10-19,2027-03-01,"{""degree"":""PASS"",""language"":""PASS"",""military"":""NOT_APPLICABLE"",""travel_visa"":""UNKNOWN""}",UNKNOWN,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0113,APP0113,C0113,UNKNOWN,GRADUATED,,TOEIC_SPEAKING,2027-04-17,ELIGIBLE,YES,COMPLETED,2026-10-19,2027-03-01,"{""degree"":""UNKNOWN"",""language"":""PASS"",""military"":""PASS"",""travel_visa"":""PASS""}",UNKNOWN,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0115,APP0115,C0115,MASTER,GRADUATED,,TOEIC_SPEAKING,2027-04-24,ELIGIBLE,YES,UNKNOWN,2026-10-26,2027-03-01,"{""degree"":""PASS"",""language"":""PASS"",""military"":""UNKNOWN"",""travel_visa"":""PASS""}",UNKNOWN,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0116,APP0116,C0116,MASTER,GRADUATED,,TOEIC_SPEAKING,,ELIGIBLE,YES,COMPLETED,2026-10-19,2027-03-01,"{""degree"":""PASS"",""language"":""UNKNOWN"",""military"":""PASS"",""travel_visa"":""PASS""}",UNKNOWN,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0117,APP0117,C0117,MASTER,GRADUATED,,OPIC,2027-04-21,ELIGIBLE,YES,NOT_COMPLETED,2026-10-23,2027-03-01,"{""degree"":""PASS"",""language"":""PASS"",""military"":""FAIL"",""travel_visa"":""PASS""}",FAIL,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0119,APP0119,C0119,BACHELOR,EXPECTED,2027-02-28,OPIC,2027-04-18,ELIGIBLE,YES,COMPLETED,2026-10-20,2027-03-01,"{""degree"":""PASS"",""language"":""PASS"",""military"":""PASS"",""travel_visa"":""PASS""}",PASS,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0120,APP0120,C0120,BACHELOR,EXPECTED,2027-02-28,TOEIC_SPEAKING,2027-04-24,ELIGIBLE,NO,NOT_APPLICABLE,2026-10-26,2027-03-01,"{""degree"":""PASS"",""language"":""PASS"",""military"":""NOT_APPLICABLE"",""travel_visa"":""PASS""}",PASS,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0121,APP0121,C0121,UNKNOWN,EXPECTED,2027-02-28,TOEIC_SPEAKING,2027-04-19,ELIGIBLE,YES,COMPLETED,2026-10-21,2027-03-01,"{""degree"":""UNKNOWN"",""language"":""PASS"",""military"":""PASS"",""travel_visa"":""PASS""}",UNKNOWN,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0123,APP0123,C0123,OTHER,EXPECTED,2027-02-28,TOEIC_SPEAKING,2027-04-17,ELIGIBLE,YES,COMPLETED,2026-10-19,2027-03-01,"{""degree"":""FAIL"",""language"":""PASS"",""military"":""PASS"",""travel_visa"":""PASS""}",FAIL,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0124,APP0124,C0124,OTHER,EXPECTED,2027-02-28,OPIC,2027-04-20,ELIGIBLE,NO,NOT_APPLICABLE,2026-10-22,2027-03-01,"{""degree"":""FAIL"",""language"":""PASS"",""military"":""NOT_APPLICABLE"",""travel_visa"":""PASS""}",FAIL,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0125,APP0125,C0125,MASTER,EXPECTED,2027-02-28,OPIC,,ELIGIBLE,YES,COMPLETED,2026-10-24,2027-03-01,"{""degree"":""PASS"",""language"":""UNKNOWN"",""military"":""PASS"",""travel_visa"":""PASS""}",UNKNOWN,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0127,APP0127,C0127,BACHELOR,GRADUATED,,TOEIC_SPEAKING,2027-04-18,ELIGIBLE,NO,NOT_APPLICABLE,2026-10-20,2027-03-01,"{""degree"":""PASS"",""language"":""PASS"",""military"":""NOT_APPLICABLE"",""travel_visa"":""PASS""}",PASS,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0128,APP0128,C0128,BACHELOR,EXPECTED,2027-02-28,TOEIC_SPEAKING,2027-04-18,ELIGIBLE,YES,COMPLETED,2026-10-20,2027-03-01,"{""degree"":""PASS"",""language"":""PASS"",""military"":""PASS"",""travel_visa"":""PASS""}",PASS,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0129,APP0129,C0129,BACHELOR,GRADUATED,,OPIC,2027-04-22,ELIGIBLE,YES,NOT_COMPLETED,2026-10-24,2027-03-01,"{""degree"":""PASS"",""language"":""PASS"",""military"":""FAIL"",""travel_visa"":""PASS""}",FAIL,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0130,APP0130,C0130,UNKNOWN,GRADUATED,,OPIC,2027-04-25,ELIGIBLE,YES,COMPLETED,2026-10-27,2027-03-01,"{""degree"":""UNKNOWN"",""language"":""PASS"",""military"":""PASS"",""travel_visa"":""PASS""}",UNKNOWN,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0131,APP0131,C0131,BACHELOR,GRADUATED,,TOEIC_SPEAKING,2027-04-22,UNKNOWN,YES,COMPLETED,2026-10-24,2027-03-01,"{""degree"":""PASS"",""language"":""PASS"",""military"":""PASS"",""travel_visa"":""UNKNOWN""}",UNKNOWN,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0134,APP0134,C0134,MASTER,GRADUATED,,OPIC,2027-04-18,ELIGIBLE,YES,UNKNOWN,2026-10-20,2027-03-01,"{""degree"":""PASS"",""language"":""PASS"",""military"":""UNKNOWN"",""travel_visa"":""PASS""}",UNKNOWN,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0135,APP0135,C0135,BACHELOR,GRADUATED,,OPIC,2027-04-25,ELIGIBLE,NO,NOT_APPLICABLE,2026-10-27,2027-03-01,"{""degree"":""PASS"",""language"":""PASS"",""military"":""NOT_APPLICABLE"",""travel_visa"":""PASS""}",PASS,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0136,APP0136,C0136,BACHELOR,EXPECTED,2027-02-28,OPIC,2027-04-20,ELIGIBLE,YES,NOT_COMPLETED,2026-10-22,2027-03-01,"{""degree"":""PASS"",""language"":""PASS"",""military"":""FAIL"",""travel_visa"":""PASS""}",FAIL,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0137,APP0137,C0137,MASTER,GRADUATED,,OPIC,2027-04-25,ELIGIBLE,NO,NOT_APPLICABLE,2026-10-27,2027-03-01,"{""degree"":""PASS"",""language"":""PASS"",""military"":""NOT_APPLICABLE"",""travel_visa"":""PASS""}",PASS,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0139,APP0139,C0139,MASTER,GRADUATED,,OPIC,2026-10-19,ELIGIBLE,NO,NOT_APPLICABLE,2026-10-20,2027-03-01,"{""degree"":""PASS"",""language"":""FAIL"",""military"":""NOT_APPLICABLE"",""travel_visa"":""PASS""}",FAIL,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0140,APP0140,C0140,BACHELOR,GRADUATED,,TOEIC_SPEAKING,2027-04-25,UNKNOWN,NO,NOT_APPLICABLE,2026-10-27,2027-03-01,"{""degree"":""PASS"",""language"":""PASS"",""military"":""NOT_APPLICABLE"",""travel_visa"":""UNKNOWN""}",UNKNOWN,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0141,APP0141,C0141,BACHELOR,GRADUATED,,TOEIC_SPEAKING,,ELIGIBLE,YES,COMPLETED,2026-10-22,2027-03-01,"{""degree"":""PASS"",""language"":""UNKNOWN"",""military"":""PASS"",""travel_visa"":""PASS""}",UNKNOWN,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0142,APP0142,C0142,BACHELOR,EXPECTED,2027-02-28,TOEIC_SPEAKING,2027-04-18,ELIGIBLE,YES,NOT_COMPLETED,2026-10-20,2027-03-01,"{""degree"":""PASS"",""language"":""PASS"",""military"":""FAIL"",""travel_visa"":""PASS""}",FAIL,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0143,APP0143,C0143,MASTER,EXPECTED,2027-02-28,TOEIC_SPEAKING,2027-04-19,ELIGIBLE,NO,NOT_APPLICABLE,2026-10-21,2027-03-01,"{""degree"":""PASS"",""language"":""PASS"",""military"":""NOT_APPLICABLE"",""travel_visa"":""PASS""}",PASS,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0146,APP0146,C0146,MASTER,GRADUATED,,TOEIC_SPEAKING,2027-04-26,ELIGIBLE,YES,NOT_COMPLETED,2026-10-28,2027-03-01,"{""degree"":""PASS"",""language"":""PASS"",""military"":""FAIL"",""travel_visa"":""PASS""}",FAIL,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0147,APP0147,C0147,MASTER,GRADUATED,,TOEIC_SPEAKING,2027-04-19,ELIGIBLE,NO,NOT_APPLICABLE,2026-10-21,2027-03-01,"{""degree"":""PASS"",""language"":""PASS"",""military"":""NOT_APPLICABLE"",""travel_visa"":""PASS""}",PASS,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0148,APP0148,C0148,BACHELOR,EXPECTED,2027-02-28,TOEIC_SPEAKING,2026-10-27,ELIGIBLE,YES,COMPLETED,2026-10-28,2027-03-01,"{""degree"":""PASS"",""language"":""FAIL"",""military"":""PASS"",""travel_visa"":""PASS""}",FAIL,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0149,APP0149,C0149,OTHER,GRADUATED,,OPIC,2027-04-21,ELIGIBLE,YES,COMPLETED,2026-10-23,2027-03-01,"{""degree"":""FAIL"",""language"":""PASS"",""military"":""PASS"",""travel_visa"":""PASS""}",FAIL,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0150,APP0150,C0150,MASTER,EXPECTED,2027-02-28,TOEIC_SPEAKING,2027-04-20,ELIGIBLE,YES,COMPLETED,2026-10-22,2027-03-01,"{""degree"":""PASS"",""language"":""PASS"",""military"":""PASS"",""travel_visa"":""PASS""}",PASS,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0151,APP0151,C0151,BACHELOR,EXPECTED,2027-02-28,OPIC,2026-10-21,ELIGIBLE,YES,COMPLETED,2026-10-22,2027-03-01,"{""degree"":""PASS"",""language"":""FAIL"",""military"":""PASS"",""travel_visa"":""PASS""}",FAIL,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0152,APP0152,C0152,UNKNOWN,EXPECTED,2027-02-28,OPIC,2027-04-26,ELIGIBLE,YES,COMPLETED,2026-10-28,2027-03-01,"{""degree"":""UNKNOWN"",""language"":""PASS"",""military"":""PASS"",""travel_visa"":""PASS""}",UNKNOWN,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0153,APP0153,C0153,UNKNOWN,EXPECTED,2027-02-28,TOEIC_SPEAKING,2027-04-20,ELIGIBLE,NO,NOT_APPLICABLE,2026-10-22,2027-03-01,"{""degree"":""UNKNOWN"",""language"":""PASS"",""military"":""NOT_APPLICABLE"",""travel_visa"":""PASS""}",UNKNOWN,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0154,APP0154,C0154,BACHELOR,EXPECTED,2027-02-28,OPIC,2027-04-21,UNKNOWN,NO,NOT_APPLICABLE,2026-10-23,2027-03-01,"{""degree"":""PASS"",""language"":""PASS"",""military"":""NOT_APPLICABLE"",""travel_visa"":""UNKNOWN""}",UNKNOWN,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0155,APP0155,C0155,BACHELOR,EXPECTED,2027-02-28,OPIC,2027-04-21,ELIGIBLE,YES,UNKNOWN,2026-10-23,2027-03-01,"{""degree"":""PASS"",""language"":""PASS"",""military"":""UNKNOWN"",""travel_visa"":""PASS""}",UNKNOWN,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0156,APP0156,C0156,OTHER,GRADUATED,,TOEIC_SPEAKING,2027-04-27,ELIGIBLE,YES,COMPLETED,2026-10-29,2027-03-01,"{""degree"":""FAIL"",""language"":""PASS"",""military"":""PASS"",""travel_visa"":""PASS""}",FAIL,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0157,APP0157,C0157,MASTER,GRADUATED,,OPIC,2027-04-24,ELIGIBLE,YES,COMPLETED,2026-10-26,2027-03-01,"{""degree"":""PASS"",""language"":""PASS"",""military"":""PASS"",""travel_visa"":""PASS""}",PASS,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0159,APP0159,C0159,BACHELOR,GRADUATED,,TOEIC_SPEAKING,2027-04-24,UNKNOWN,NO,NOT_APPLICABLE,2026-10-26,2027-03-01,"{""degree"":""PASS"",""language"":""PASS"",""military"":""NOT_APPLICABLE"",""travel_visa"":""UNKNOWN""}",UNKNOWN,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0161,APP0161,C0161,MASTER,EXPECTED,2027-02-28,OPIC,2027-04-21,ELIGIBLE,NO,NOT_APPLICABLE,2026-10-23,2027-03-01,"{""degree"":""PASS"",""language"":""PASS"",""military"":""NOT_APPLICABLE"",""travel_visa"":""PASS""}",PASS,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
EL_APP0162,APP0162,C0162,MASTER,GRADUATED,,OPIC,2026-10-21,ELIGIBLE,NO,NOT_APPLICABLE,2026-10-22,2027-03-01,"{""degree"":""PASS"",""language"":""FAIL"",""military"":""NOT_APPLICABLE"",""travel_visa"":""PASS""}",FAIL,KIA-02-REPOST,PUBLIC_REPOSTED_SOURCE,SYNTHETIC_DATE_ADAPTATION,SYNTHETIC_HUMAN_SCENARIO
