final_decision_id,application_id,candidate_id,must_evidence_status,remaining_uncertainty,learnable_gap_summary,decision,rationale,decided_by,decided_at,decision_provenance
FD_APP0078,APP0078,C0078,UNRESOLVED,"[""M1_SKILL_02""]",[],HOLD,"{""decision_refs"":[""DC_APP0078_M1_SKILL_01_005877"",""DC_APP0078_M1_SKILL_02_005878"",""DC_APP0078_M1_SKILL_03_005879"",""DC_APP0078_M1_SKILL_04_005880"",""DC_APP0078_M1_SKILL_05_005881""],""learnable_gaps"":[],""repeated_must_limitations"":[],""rubric_id"":""M1_EVIDENCE_RUBRIC_V01"",""talent_profile"":""talent_profile.json"",""unresolved_must"":[""M1_SKILL_02""]}",FINAL_PANEL_01,2027-07-19T11:55:00+09:00,SYNTHETIC_HUMAN_SCENARIO
FD_APP0074,APP0074,C0074,UNRESOLVED,"[""M1_SKILL_02"",""M1_SKILL_03""]",[],HOLD,"{""decision_refs"":[""DC_APP0074_M1_SKILL_01_005886"",""DC_APP0074_M1_SKILL_02_005887"",""DC_APP0074_M1_SKILL_03_005888"",""DC_APP0074_M1_SKILL_04_005889"",""DC_APP0074_M1_SKILL_05_005890""],""learnable_gaps"":[],""repeated_must_limitations"":[],""rubric_id"":""M1_EVIDENCE_RUBRIC_V01"",""talent_profile"":""talent_profile.json"",""unresolved_must"":[""M1_SKILL_02"",""M1_SKILL_03""]}",FINAL_PANEL_01,2027-07-20T12:10:00+09:00,SYNTHETIC_HUMAN_SCENARIO
FD_APP0077,APP0077,C0077,UNRESOLVED,"[""M1_SKILL_03""]","[""M1_SKILL_06""]",HOLD,"{""decision_refs"":[""DC_APP0077_M1_SKILL_01_005895"",""DC_APP0077_M1_SKILL_02_005896"",""DC_APP0077_M1_SKILL_03_005897"",""DC_APP0077_M1_SKILL_04_005898"",""DC_APP0077_M1_SKILL_05_005899""],""learnable_gaps"":[""M1_SKILL_06""],""repeated_must_limitations"":[],""rubric_id"":""M1_EVIDENCE_RUBRIC_V01"",""talent_profile"":""talent_profile.json"",""unresolved_must"":[""M1_SKILL_03""]}",FINAL_PANEL_01,2027-07-23T11:55:00+09:00,SYNTHETIC_HUMAN_SCENARIO
FD_APP0053,APP0053,C0053,UNRESOLVED,"[""M1_SKILL_03"",""M1_SKILL_04""]","[""M1_SKILL_06""]",HOLD,"{""decision_refs"":[""DC_APP0053_M1_SKILL_01_005904"",""DC_APP0053_M1_SKILL_02_005905"",""DC_APP0053_M1_SKILL_03_005906"",""DC_APP0053_M1_SKILL_04_005907"",""DC_APP0053_M1_SKILL_05_005908""],""learnable_gaps"":[""M1_SKILL_06""],""repeated_must_limitations"":[],""rubric_id"":""M1_EVIDENCE_RUBRIC_V01"",""talent_profile"":""talent_profile.json"",""unresolved_must"":[""M1_SKILL_03"",""M1_SKILL_04""]}",FINAL_PANEL_01,2027-08-02T11:55:00+09:00,SYNTHETIC_HUMAN_SCENARIO
FD_APP0079,APP0079,C0079,UNRESOLVED,"[""M1_SKILL_02"",""M1_SKILL_04"",""M1_SKILL_05""]",[],HOLD,"{""decision_refs"":[""DC_APP0079_M1_SKILL_01_005913"",""DC_APP0079_M1_SKILL_02_005914"",""DC_APP0079_M1_SKILL_03_005915"",""DC_APP0079_M1_SKILL_04_005916"",""DC_APP0079_M1_SKILL_05_005917""],""learnable_gaps"":[],""repeated_must_limitations"":[],""rubric_id"":""M1_EVIDENCE_RUBRIC_V01"",""talent_profile"":""talent_profile.json"",""unresolved_must"":[""M1_SKILL_02"",""M1_SKILL_04"",""M1_SKILL_05""]}",FINAL_PANEL_01,2027-08-04T11:50:00+09:00,SYNTHETIC_HUMAN_SCENARIO
FD_APP0113,APP0113,C0113,UNRESOLVED,"[""M1_SKILL_01"",""M1_SKILL_05""]",[],HOLD,"{""decision_refs"":[""DC_APP0113_M1_SKILL_01_005922"",""DC_APP0113_M1_SKILL_02_005923"",""DC_APP0113_M1_SKILL_03_005924"",""DC_APP0113_M1_SKILL_04_005925"",""DC_APP0113_M1_SKILL_05_005926""],""learnable_gaps"":[],""repeated_must_limitations"":[],""rubric_id"":""M1_EVIDENCE_RUBRIC_V01"",""talent_profile"":""talent_profile.json"",""unresolved_must"":[""M1_SKILL_01"",""M1_SKILL_05""]}",FINAL_PANEL_01,2027-08-05T12:15:00+09:00,SYNTHETIC_HUMAN_SCENARIO
FD_APP0154,APP0154,C0154,UNRESOLVED,"[""M1_SKILL_01"",""M1_SKILL_02"",""M1_SKILL_05""]",[],HOLD,"{""decision_refs"":[""DC_APP0154_M1_SKILL_01_005931"",""DC_APP0154_M1_SKILL_02_005932"",""DC_APP0154_M1_SKILL_03_005933"",""DC_APP0154_M1_SKILL_04_005934"",""DC_APP0154_M1_SKILL_05_005935""],""learnable_gaps"":[],""repeated_must_limitations"":[],""rubric_id"":""M1_EVIDENCE_RUBRIC_V01"",""talent_profile"":""talent_profile.json"",""unresolved_must"":[""M1_SKILL_01"",""M1_SKILL_02"",""M1_SKILL_05""]}",FINAL_PANEL_01,2027-08-23T12:00:00+09:00,SYNTHETIC_HUMAN_SCENARIO
FD_APP0186,APP0186,C0186,UNRESOLVED,"[""M1_SKILL_01"",""M1_SKILL_02"",""M1_SKILL_03"",""M1_SKILL_04""]",[],HOLD,"{""decision_refs"":[""DC_APP0186_M1_SKILL_01_005940"",""DC_APP0186_M1_SKILL_02_005941"",""DC_APP0186_M1_SKILL_03_005942"",""DC_APP0186_M1_SKILL_04_005943"",""DC_APP0186_M1_SKILL_05_005944""],""learnable_gaps"":[],""repeated_must_limitations"":[],""rubric_id"":""M1_EVIDENCE_RUBRIC_V01"",""talent_profile"":""talent_profile.json"",""unresolved_must"":[""M1_SKILL_01"",""M1_SKILL_02"",""M1_SKILL_03"",""M1_SKILL_04""]}",FINAL_PANEL_01,2027-08-24T12:20:00+09:00,SYNTHETIC_HUMAN_SCENARIO
FD_APP0155,APP0155,C0155,COVERED,[],[],PROCEED_TO_OFFER,"{""decision_refs"":[""DC_APP0155_M1_SKILL_01_005949"",""DC_APP0155_M1_SKILL_02_005950"",""DC_APP0155_M1_SKILL_03_005951"",""DC_APP0155_M1_SKILL_04_005952"",""DC_APP0155_M1_SKILL_05_005953""],""learnable_gaps"":[],""repeated_must_limitations"":[],""rubric_id"":""M1_EVIDENCE_RUBRIC_V01"",""talent_profile"":""talent_profile.json"",""unresolved_must"":[]}",FINAL_PANEL_01,2027-08-27T11:40:00+09:00,SYNTHETIC_HUMAN_SCENARIO
FD_APP0143,APP0143,C0143,UNRESOLVED,"[""M1_SKILL_01"",""M1_SKILL_02"",""M1_SKILL_05""]",[],HOLD,"{""decision_refs"":[""DC_APP0143_M1_SKILL_01_005958"",""DC_APP0143_M1_SKILL_02_005959"",""DC_APP0143_M1_SKILL_03_005960"",""DC_APP0143_M1_SKILL_04_005961"",""DC_APP0143_M1_SKILL_05_005962""],""learnable_gaps"":[],""repeated_must_limitations"":[],""rubric_id"":""M1_EVIDENCE_RUBRIC_V01"",""talent_profile"":""talent_profile.json"",""unresolved_must"":[""M1_SKILL_01"",""M1_SKILL_02"",""M1_SKILL_05""]}",FINAL_PANEL_01,2027-08-26T12:05:00+09:00,SYNTHETIC_HUMAN_SCENARIO
FD_APP0219,APP0219,C0219,UNRESOLVED,"[""M1_SKILL_02"",""M1_SKILL_05""]",[],HOLD,"{""decision_refs"":[""DC_APP0219_M1_SKILL_01_005967"",""DC_APP0219_M1_SKILL_02_005968"",""DC_APP0219_M1_SKILL_03_005969"",""DC_APP0219_M1_SKILL_04_005970"",""DC_APP0219_M1_SKILL_05_005971""],""learnable_gaps"":[],""repeated_must_limitations"":[],""rubric_id"":""M1_EVIDENCE_RUBRIC_V01"",""talent_profile"":""talent_profile.json"",""unresolved_must"":[""M1_SKILL_02"",""M1_SKILL_05""]}",FINAL_PANEL_01,2027-08-30T12:10:00+09:00,SYNTHETIC_HUMAN_SCENARIO
FD_APP0064,APP0064,C0064,UNRESOLVED,"[""M1_SKILL_03"",""M1_SKILL_04"",""M1_SKILL_05""]",[],HOLD,"{""decision_refs"":[""DC_APP0064_M1_SKILL_01_005976"",""DC_APP0064_M1_SKILL_02_005977"",""DC_APP0064_M1_SKILL_03_005978"",""DC_APP0064_M1_SKILL_04_005979"",""DC_APP0064_M1_SKILL_05_005980""],""learnable_gaps"":[],""repeated_must_limitations"":[],""rubric_id"":""M1_EVIDENCE_RUBRIC_V01"",""talent_profile"":""talent_profile.json"",""unresolved_must"":[""M1_SKILL_03"",""M1_SKILL_04"",""M1_SKILL_05""]}",FINAL_PANEL_01,2027-08-30T11:50:00+09:00,SYNTHETIC_HUMAN_SCENARIO
FD_APP0080,APP0080,C0080,UNRESOLVED,"[""M1_SKILL_01"",""M1_SKILL_02""]",[],HOLD,"{""decision_refs"":[""DC_APP0080_M1_SKILL_01_005985"",""DC_APP0080_M1_SKILL_02_005986"",""DC_APP0080_M1_SKILL_03_005987"",""DC_APP0080_M1_SKILL_04_005988"",""DC_APP0080_M1_SKILL_05_005989""],""learnable_gaps"":[],""repeated_must_limitations"":[],""rubric_id"":""M1_EVIDENCE_RUBRIC_V01"",""talent_profile"":""talent_profile.json"",""unresolved_must"":[""M1_SKILL_01"",""M1_SKILL_02""]}",FINAL_PANEL_01,2027-09-10T12:05:00+09:00,SYNTHETIC_HUMAN_SCENARIO
FD_APP0167,APP0167,C0167,UNRESOLVED,"[""M1_SKILL_03"",""M1_SKILL_04"",""M1_SKILL_05""]",[],HOLD,"{""decision_refs"":[""DC_APP0167_M1_SKILL_01_005994"",""DC_APP0167_M1_SKILL_02_005995"",""DC_APP0167_M1_SKILL_03_005996"",""DC_APP0167_M1_SKILL_04_005997"",""DC_APP0167_M1_SKILL_05_005998""],""learnable_gaps"":[],""repeated_must_limitations"":[],""rubric_id"":""M1_EVIDENCE_RUBRIC_V01"",""talent_profile"":""talent_profile.json"",""unresolved_must"":[""M1_SKILL_03"",""M1_SKILL_04"",""M1_SKILL_05""]}",FINAL_PANEL_01,2027-09-11T12:20:00+09:00,SYNTHETIC_HUMAN_SCENARIO
FD_APP0142,APP0142,C0142,UNRESOLVED,"[""M1_SKILL_01"",""M1_SKILL_03"",""M1_SKILL_05""]",[],HOLD,"{""decision_refs"":[""DC_APP0142_M1_SKILL_01_006003"",""DC_APP0142_M1_SKILL_02_006004"",""DC_APP0142_M1_SKILL_03_006005"",""DC_APP0142_M1_SKILL_04_006006"",""DC_APP0142_M1_SKILL_05_006007""],""learnable_gaps"":[],""repeated_must_limitations"":[],""rubric_id"":""M1_EVIDENCE_RUBRIC_V01"",""talent_profile"":""talent_profile.json"",""unresolved_must"":[""M1_SKILL_01"",""M1_SKILL_03"",""M1_SKILL_05""]}",FINAL_PANEL_01,2027-09-14T11:45:00+09:00,SYNTHETIC_HUMAN_SCENARIO
FD_APP0116,APP0116,C0116,UNRESOLVED,"[""M1_SKILL_01""]",[],HOLD,"{""decision_refs"":[""DC_APP0116_M1_SKILL_01_006012"",""DC_APP0116_M1_SKILL_02_006013"",""DC_APP0116_M1_SKILL_03_006014"",""DC_APP0116_M1_SKILL_04_006015"",""DC_APP0116_M1_SKILL_05_006016""],""learnable_gaps"":[],""repeated_must_limitations"":[],""rubric_id"":""M1_EVIDENCE_RUBRIC_V01"",""talent_profile"":""talent_profile.json"",""unresolved_must"":[""M1_SKILL_01""]}",FINAL_PANEL_01,2027-09-19T12:00:00+09:00,SYNTHETIC_HUMAN_SCENARIO
FD_APP0228,APP0228,C0228,UNRESOLVED,"[""M1_SKILL_01"",""M1_SKILL_02""]","[""M1_SKILL_06""]",HOLD,"{""decision_refs"":[""DC_APP0228_M1_SKILL_01_006021"",""DC_APP0228_M1_SKILL_02_006022"",""DC_APP0228_M1_SKILL_03_006023"",""DC_APP0228_M1_SKILL_04_006024"",""DC_APP0228_M1_SKILL_05_006025""],""learnable_gaps"":[""M1_SKILL_06""],""repeated_must_limitations"":[],""rubric_id"":""M1_EVIDENCE_RUBRIC_V01"",""talent_profile"":""talent_profile.json"",""unresolved_must"":[""M1_SKILL_01"",""M1_SKILL_02""]}",FINAL_PANEL_01,2027-10-03T11:45:00+09:00,SYNTHETIC_HUMAN_SCENARIO
FD_APP0248,APP0248,C0248,UNRESOLVED,"[""M1_SKILL_01"",""M1_SKILL_03""]",[],HOLD,"{""decision_refs"":[""DC_APP0248_M1_SKILL_01_006030"",""DC_APP0248_M1_SKILL_02_006031"",""DC_APP0248_M1_SKILL_03_006032"",""DC_APP0248_M1_SKILL_04_006033"",""DC_APP0248_M1_SKILL_05_006034""],""learnable_gaps"":[],""repeated_must_limitations"":[],""rubric_id"":""M1_EVIDENCE_RUBRIC_V01"",""talent_profile"":""talent_profile.json"",""unresolved_must"":[""M1_SKILL_01"",""M1_SKILL_03""]}",FINAL_PANEL_01,2027-09-29T12:05:00+09:00,SYNTHETIC_HUMAN_SCENARIO
FD_APP0199,APP0199,C0199,UNRESOLVED,"[""M1_SKILL_01"",""M1_SKILL_03"",""M1_SKILL_04""]",[],HOLD,"{""decision_refs"":[""DC_APP0199_M1_SKILL_01_006039"",""DC_APP0199_M1_SKILL_02_006040"",""DC_APP0199_M1_SKILL_03_006041"",""DC_APP0199_M1_SKILL_04_006042"",""DC_APP0199_M1_SKILL_05_006043""],""learnable_gaps"":[],""repeated_must_limitations"":[],""rubric_id"":""M1_EVIDENCE_RUBRIC_V01"",""talent_profile"":""talent_profile.json"",""unresolved_must"":[""M1_SKILL_01"",""M1_SKILL_03"",""M1_SKILL_04""]}",FINAL_PANEL_01,2027-10-05T11:55:00+09:00,SYNTHETIC_HUMAN_SCENARIO
FD_APP0175,APP0175,C0175,UNRESOLVED,"[""M1_SKILL_02"",""M1_SKILL_03""]","[""M1_SKILL_06""]",HOLD,"{""decision_refs"":[""DC_APP0175_M1_SKILL_01_006048"",""DC_APP0175_M1_SKILL_02_006049"",""DC_APP0175_M1_SKILL_03_006050"",""DC_APP0175_M1_SKILL_04_006051"",""DC_APP0175_M1_SKILL_05_006052""],""learnable_gaps"":[""M1_SKILL_06""],""repeated_must_limitations"":[],""rubric_id"":""M1_EVIDENCE_RUBRIC_V01"",""talent_profile"":""talent_profile.json"",""unresolved_must"":[""M1_SKILL_02"",""M1_SKILL_03""]}",FINAL_PANEL_01,2027-10-08T12:15:00+09:00,SYNTHETIC_HUMAN_SCENARIO
FD_APP0173,APP0173,C0173,UNRESOLVED,"[""M1_SKILL_01"",""M1_SKILL_03"",""M1_SKILL_05""]",[],HOLD,"{""decision_refs"":[""DC_APP0173_M1_SKILL_01_006057"",""DC_APP0173_M1_SKILL_02_006058"",""DC_APP0173_M1_SKILL_03_006059"",""DC_APP0173_M1_SKILL_04_006060"",""DC_APP0173_M1_SKILL_05_006061""],""learnable_gaps"":[],""repeated_must_limitations"":[],""rubric_id"":""M1_EVIDENCE_RUBRIC_V01"",""talent_profile"":""talent_profile.json"",""unresolved_must"":[""M1_SKILL_01"",""M1_SKILL_03"",""M1_SKILL_05""]}",FINAL_PANEL_01,2027-10-17T11:55:00+09:00,SYNTHETIC_HUMAN_SCENARIO
FD_APP0230,APP0230,C0230,UNRESOLVED,"[""M1_SKILL_02"",""M1_SKILL_05""]","[""M1_SKILL_06""]",HOLD,"{""decision_refs"":[""DC_APP0230_M1_SKILL_01_006066"",""DC_APP0230_M1_SKILL_02_006067"",""DC_APP0230_M1_SKILL_03_006068"",""DC_APP0230_M1_SKILL_04_006069"",""DC_APP0230_M1_SKILL_05_006070""],""learnable_gaps"":[""M1_SKILL_06""],""repeated_must_limitations"":[],""rubric_id"":""M1_EVIDENCE_RUBRIC_V01"",""talent_profile"":""talent_profile.json"",""unresolved_must"":[""M1_SKILL_02"",""M1_SKILL_05""]}",FINAL_PANEL_01,2027-10-24T12:10:00+09:00,SYNTHETIC_HUMAN_SCENARIO
FD_APP0029,APP0029,C0029,UNRESOLVED,"[""M1_SKILL_01"",""M1_SKILL_05""]","[""M1_SKILL_06""]",HOLD,"{""decision_refs"":[""DC_APP0029_M1_SKILL_01_006075"",""DC_APP0029_M1_SKILL_02_006076"",""DC_APP0029_M1_SKILL_03_006077"",""DC_APP0029_M1_SKILL_04_006078"",""DC_APP0029_M1_SKILL_05_006079""],""learnable_gaps"":[""M1_SKILL_06""],""repeated_must_limitations"":[],""rubric_id"":""M1_EVIDENCE_RUBRIC_V01"",""talent_profile"":""talent_profile.json"",""unresolved_must"":[""M1_SKILL_01"",""M1_SKILL_05""]}",FINAL_PANEL_01,2027-10-29T12:00:00+09:00,SYNTHETIC_HUMAN_SCENARIO
